rank,rsi_length,N,pnl_pct,portfolio_final,total_trades,total_compras,total_ventas,max_racha_compras,max_racha_ventas,avg_racha_compras,avg_racha_ventas,positions_count_final,usdt_balance_final,btc_balance_final,btc_en_posiciones
84,17,10,-24.4295,755.7051,248,133,115,7,7,3.24,2.88,18,65.3152,0.0,0.04351248
85,19,14,-24.4496,755.5043,232,125,107,7,7,3.38,2.97,18,176.9108,0.0,0.03646641
86,15,15,-24.4934,755.0656,267,141,126,7,7,3.2,2.93,15,166.4147,0.0,0.03710028
87,19,11,-24.4946,755.054,234,126,108,7,7,3.41,3.0,18,159.1012,0.0,0.0375605
88,19,10,-24.4983,755.017,234,128,106,7,7,3.37,2.86,22,65.359,0.0,0.04346636
89,14,15,-24.5254,754.746,275,145,130,7,7,3.09,2.83,15,185.1849,0.0,0.03589713
90,16,14,-24.5304,754.6957,257,134,123,7,7,3.27,3.08,11,169.9913,0.0,0.03685155
91,18,11,-24.5307,754.6932,245,132,113,7,7,3.14,2.76,19,158.7966,0.0,0.03755695
92,13,15,-24.5314,754.6858,277,146,131,7,7,3.17,2.91,15,185.1514,0.0,0.03589544
93,13,10,-24.5375,754.6254,270,143,127,7,7,3.11,2.82,16,64.5992,0.0,0.04348956
94,15,13,-24.5591,754.4095,259,137,122,7,7,3.19,2.9,15,166.7366,0.0,0.03703864
95,17,14,-24.586,754.1404,251,135,116,7,7,3.29,2.9,19,161.1738,0.0,0.03737228
96,14,13,-24.593,754.0702,268,142,126,7,7,3.09,2.8,16,185.6532,0.0,0.03582502
97,13,13,-24.5989,754.0112,269,143,126,7,7,3.18,2.86,17,185.6201,0.0,0.03582339
98,7,8,-24.6747,753.2533,326,176,150,7,7,2.84,2.46,26,42.0401,0.0,0.04482489
99,16,13,-24.6835,753.1647,258,135,123,7,7,3.21,3.0,12,180.4626,0.0,0.0360951
100,12,10,-24.6849,753.1509,285,150,135,7,7,3.06,2.81,15,63.4633,0.0,0.04346822
101,16,11,-24.6863,753.1365,258,136,122,7,7,3.16,2.9,14,166.1161,0.0,0.03699752
102,17,11,-24.7283,752.7175,252,136,116,7,7,3.16,2.76,20,157.9432,0.0,0.03748622
103,17,13,-24.7452,752.5484,251,135,116,7,7,3.21,2.83,19,171.5838,0.0,0.03661584
104,21,13,-24.7651,752.349,228,124,104,7,7,3.44,2.97,20,177.8514,0.0,0.03620826
105,12,11,-24.795,752.0496,285,151,134,7,7,3.15,2.85,17,170.3831,0.0,0.03666008
106,16,15,-24.8893,751.107,266,138,128,7,7,3.21,3.05,10,165.7328,0.0,0.03689376
107,20,12,-24.9178,750.8224,230,126,104,7,7,3.32,2.81,22,83.9389,0.0,0.04203097
108,12,15,-24.9271,750.7294,293,153,140,7,7,3.12,2.92,13,181.892,0.0,0.03585152
109,15,14,-25.0468,749.5324,259,138,121,7,7,3.29,2.95,17,166.2322,0.0,0.03676305
110,14,14,-25.0789,749.2112,267,142,125,7,7,3.16,2.84,17,185.1027,0.0,0.03555348
111,13,14,-25.0847,749.1531,270,143,127,7,7,3.25,2.95,16,185.0696,0.0,0.0355519
112,7,13,-25.1255,748.7452,359,190,169,7,7,2.71,2.45,21,77.2467,0.0,0.04232183
113,7,15,-25.1489,748.511,363,191,172,7,7,2.77,2.53,19,70.5567,0.0,0.04272871
114,15,10,-25.1523,748.4772,258,136,122,7,7,3.24,2.98,14,63.8446,0.0,0.04314962
115,15,11,-25.2011,747.9889,263,140,123,7,7,3.18,2.86,17,162.711,0.0,0.0368877
116,17,15,-25.2208,747.7918,260,139,121,7,7,3.23,2.88,18,146.4712,0.0,0.0378988
117,14,11,-25.2398,747.6017,270,144,126,7,7,3.13,2.8,18,181.2418,0.0,0.03569538
118,19,12,-25.2653,747.3471,232,127,105,7,7,3.26,2.76,22,63.7292,0.0,0.04308567
119,18,12,-25.3001,746.9986,241,133,108,7,7,3.17,2.63,25,63.5982,0.0,0.04307196
120,21,29,-25.3756,746.2442,228,123,105,7,7,3.73,3.28,18,27.7082,0.0,0.04528641
121,13,11,-25.4087,745.913,273,146,127,7,7,3.24,2.89,19,168.8328,0.0,0.03637103
122,7,12,-25.4106,745.8944,358,192,166,7,7,2.78,2.44,26,68.4506,0.0,0.04269654
123,21,15,-25.4714,745.2857,231,126,105,7,7,3.6,3.09,21,161.4156,0.0,0.03679896
124,12,14,-25.4801,745.1994,284,150,134,7,7,3.19,2.91,16,181.7912,0.0,0.03550934
125,17,12,-25.492,745.0799,247,135,112,7,7,3.21,2.73,23,63.2617,0.0,0.04297224
126,20,29,-25.5032,744.9679,232,125,107,7,7,3.68,3.24,18,27.2611,0.0,0.04523416
127,14,10,-25.5059,744.9407,269,143,126,7,7,3.11,2.8,17,69.2843,0.0,0.04258389
128,20,15,-25.5143,744.8572,236,128,108,7,7,3.46,3.0,20,158.7136,0.0,0.03694226
129,16,12,-25.5396,744.6041,253,135,118,7,7,3.21,2.88,17,66.5353,0.0,0.04273593
130,7,10,-25.5457,744.5429,356,191,165,7,7,2.85,2.5,26,54.1164,0.0,0.04351479
131,11,10,-25.5484,744.5165,294,154,140,7,7,3.14,2.92,14,40.4285,0.0,0.04437581
132,10,10,-25.5584,744.4157,309,164,145,7,7,3.15,2.84,19,40.2499,0.0,0.04438072
133,7,14,-25.5724,744.2759,361,191,170,7,7,2.81,2.54,21,75.738,0.0,0.04213524
134,7,11,-25.5862,744.138,357,193,164,7,7,2.84,2.45,29,66.1153,0.0,0.04273303
135,14,20,-25.6215,743.7855,281,147,134,7,7,3.2,2.98,13,216.4061,0.0,0.03323859
136,13,20,-25.6252,743.7476,286,149,137,7,7,3.17,2.98,12,216.3788,0.0,0.03323792
137,9,10,-25.665,743.3495,323,172,151,7,7,3.02,2.7,21,39.8656,0.0,0.04433774
138,21,20,-25.7063,742.9373,231,123,108,7,7,3.62,3.27,15,123.8284,0.0,0.03901993
139,19,15,-25.7145,742.8553,242,130,112,7,7,3.33,2.95,18,156.0594,0.0,0.03698337
140,8,10,-25.7271,742.7288,331,178,153,7,7,2.97,2.59,25,65.0543,0.0,0.04271108
141,14,29,-25.819,741.8096,270,146,124,7,7,3.4,2.95,22,49.9319,0.0,0.04360625
142,20,20,-25.8672,741.3278,235,125,110,7,7,3.57,3.24,15,121.8323,0.0,0.03904429
143,9,9,-25.9252,740.7482,314,169,145,7,7,3.07,2.69,24,52.164,0.0,0.04339867
144,12,20,-25.9976,740.0236,296,154,142,7,7,3.08,2.9,12,213.5706,0.0,0.0331802
145,11,9,-26.0035,739.9648,281,150,131,7,7,3.33,2.98,19,64.3367,0.0,0.0425821
146,19,29,-26.0907,739.0929,237,127,110,7,7,3.53,3.14,17,27.4809,0.0,0.04485003
147,8,26,-26.1083,738.9174,337,180,157,7,7,3.16,2.8,23,116.9597,0.0,0.03919948
148,10,9,-26.1641,738.3589,300,161,139,7,7,3.29,2.9,22,52.6662,0.0,0.04321644
149,12,13,-26.1878,738.1221,280,148,132,7,7,3.15,2.87,16,175.9824,0.0,0.03542939
150,15,12,-26.2186,737.8138,257,138,119,7,7,3.21,2.83,19,65.044,0.0,0.04240196
151,14,12,-26.2423,737.5772,266,143,123,7,7,3.11,2.73,20,72.4068,0.0,0.041923
152,13,12,-26.2445,737.5546,270,145,125,7,7,3.22,2.84,20,72.4021,0.0,0.04192187
153,18,29,-26.266,737.3401,241,130,111,7,7,3.51,3.08,19,25.3041,0.0,0.04487675
154,17,29,-26.3205,736.7951,247,131,116,7,7,3.45,3.14,15,25.3635,0.0,0.04483865
155,16,29,-26.3686,736.3142,252,131,121,7,7,3.45,3.27,10,26.5937,0.0,0.0447308
156,21,19,-26.3695,736.3046,231,125,106,7,7,3.68,3.21,19,116.1459,0.0,0.03908609
157,15,29,-26.4141,735.8594,257,135,122,7,7,3.46,3.21,13,29.2656,0.0,0.04453375
158,8,9,-26.4788,735.2122,324,174,150,7,7,3.0,2.63,24,52.5636,0.0,0.04302458
159,21,21,-26.494,735.0603,227,122,105,7,7,3.7,3.28,17,55.7845,0.0,0.042812
160,20,19,-26.5331,734.6686,235,127,108,7,7,3.63,3.18,19,114.2407,0.0,0.03910306
161,21,22,-26.5393,734.6071,231,125,106,7,7,3.79,3.31,19,54.6931,0.0,0.04285223
162,21,23,-26.5667,734.3327,233,126,107,7,7,3.71,3.24,19,54.6931,0.0,0.04283494
163,12,12,-26.6129,733.8709,284,152,132,7,7,3.23,2.87,20,71.1125,0.0,0.04177098
164,19,20,-26.6221,733.7787,241,127,114,7,7,3.43,3.17,13,122.8053,0.0,0.03850718
165,11,11,-26.6262,733.7385,296,155,141,7,7,3.16,2.94,14,74.6517,0.0,0.04153957
166,10,11,-26.6326,733.6736,312,165,147,7,7,3.11,2.83,18,74.3342,0.0,0.04155549
167,20,21,-26.6453,733.5472,232,124,108,7,7,3.65,3.27,16,54.8853,0.0,0.04277331
168,13,29,-26.6628,733.3723,277,148,129,7,7,3.36,3.0,19,48.7583,0.0,0.04314845
169,20,22,-26.6899,733.1013,236,127,109,7,7,3.74,3.3,18,53.8113,0.0,0.0428129
170,7,7,-26.7078,732.9224,307,168,139,7,7,2.9,2.44,29,111.2698,0.0,0.03918024
171,20,23,-26.7173,732.8269,237,128,109,7,7,3.66,3.21,19,53.8114,0.0,0.0427956
172,14,19,-26.7229,732.7712,284,151,133,7,7,3.28,2.96,18,187.9058,0.0,0.03434066
173,13,19,-26.7266,732.7338,288,152,136,7,7,3.23,2.96,16,187.8814,0.0,0.03433984
174,21,41,-26.7547,732.4527,221,120,101,7,7,3.87,3.37,19,26.529,0.0,0.04449151
175,21,33,-26.7548,732.4518,226,121,105,7,7,3.78,3.39,16,26.5251,0.0,0.0444917
176,21,34,-26.7548,732.452,226,121,105,7,7,3.78,3.39,16,26.5251,0.0,0.04449171
177,21,35,-26.7548,732.4519,228,122,106,7,7,3.7,3.31,16,26.5251,0.0,0.04449171
178,21,40,-26.7549,732.4513,221,121,100,7,7,3.9,3.33,21,26.5248,0.0,0.04449169
179,21,39,-26.755,732.4502,222,121,101,7,7,3.78,3.26,20,26.5288,0.0,0.04449137
180,21,42,-26.755,732.4496,223,122,101,7,7,3.81,3.26,21,26.5286,0.0,0.04449134
181,21,32,-26.7551,732.4495,230,124,106,7,7,3.76,3.31,18,26.516,0.0,0.04449213
182,21,31,-26.7555,732.4446,230,124,106,7,7,3.76,3.31,18,26.5198,0.0,0.04449158
183,21,30,-26.7555,732.4446,229,124,105,7,7,3.76,3.28,19,26.5198,0.0,0.04449158
184,21,38,-26.7558,732.4421,224,122,102,7,7,3.81,3.29,20,26.5097,0.0,0.04449206
185,21,36,-26.7797,732.2029,226,123,103,7,7,3.73,3.22,20,26.5073,0.0,0.04447713
186,21,37,-26.7827,732.1735,226,122,104,7,7,3.7,3.25,18,26.5288,0.0,0.04447392
187,21,45,-26.784,732.1601,220,122,98,7,7,3.81,3.16,24,26.5312,0.0,0.04447293
188,21,43,-26.7846,732.1545,225,124,101,7,7,3.88,3.26,23,26.527,0.0,0.04447284
189,21,44,-26.7846,732.1541,222,124,98,7,7,3.88,3.16,26,26.523,0.0,0.04447307
190,7,16,-26.7893,732.1071,362,189,173,7,7,2.74,2.54,16,65.2924,0.0,0.04202663
191,21,50,-26.7924,732.076,219,121,98,7,7,3.9,3.27,23,26.5283,0.0,0.04446782
192,21,46,-26.7925,732.0749,220,122,98,7,7,3.81,3.16,24,26.5274,0.0,0.0444678
193,21,49,-26.7925,732.0749,219,122,97,7,7,3.81,3.13,25,26.5274,0.0,0.0444678
194,21,48,-26.7925,732.0749,220,122,98,7,7,3.81,3.16,24,26.5274,0.0,0.0444678
195,21,47,-26.7926,732.0736,221,123,98,7,7,3.84,3.16,25,26.5233,0.0,0.04446798
196,12,29,-26.8318,731.682,285,151,134,7,7,3.21,2.91,17,48.904,0.0,0.04303273
197,21,27,-26.8649,731.3506,230,124,106,7,7,3.76,3.31,18,23.9746,0.0,0.04458305
198,21,28,-26.865,731.3505,230,124,106,7,7,3.76,3.31,18,23.9745,0.0,0.04458304
199,21,26,-26.8693,731.3066,232,125,107,7,7,3.68,3.24,18,23.9745,0.0,0.04458028
200,20,41,-26.8813,731.1874,226,122,104,7,7,3.81,3.35,18,26.1017,0.0,0.0444387
201,20,40,-26.8813,731.1874,225,122,103,7,7,3.81,3.32,19,26.1017,0.0,0.0444387
202,20,34,-26.8814,731.1858,230,123,107,7,7,3.73,3.34,16,26.097,0.0,0.04443889
203,20,35,-26.8814,731.1858,232,124,108,7,7,3.65,3.27,16,26.097,0.0,0.04443889
204,20,33,-26.8814,731.1857,230,123,107,7,7,3.73,3.34,16,26.097,0.0,0.04443889
205,20,37,-26.8815,731.1845,231,124,107,7,7,3.65,3.24,17,26.1007,0.0,0.04443858
206,20,39,-26.8815,731.1848,227,123,104,7,7,3.73,3.25,19,26.1014,0.0,0.04443856
207,20,42,-26.8816,731.1844,228,124,104,7,7,3.76,3.25,20,26.1013,0.0,0.04443853
208,20,32,-26.8817,731.1834,234,126,108,7,7,3.71,3.27,18,26.088,0.0,0.04443931
209,20,31,-26.8821,731.1786,234,126,108,7,7,3.71,3.27,18,26.0918,0.0,0.04443876
210,20,30,-26.8821,731.1785,233,126,107,7,7,3.71,3.24,19,26.0918,0.0,0.04443876
211,20,38,-26.8824,731.1761,229,124,105,7,7,3.76,3.28,19,26.0818,0.0,0.04443924
212,21,25,-26.9015,730.9855,234,127,107,7,7,3.74,3.24,20,23.9319,0.0,0.04456273
213,21,24,-26.9048,730.9523,235,128,107,7,7,3.76,3.24,21,23.8363,0.0,0.04456666
214,20,36,-26.9063,730.9369,231,125,106,7,7,3.68,3.21,19,26.0795,0.0,0.04442431
215,20,45,-26.9105,730.8948,226,124,102,7,7,3.76,3.19,22,26.1039,0.0,0.04442012
216,20,43,-26.9111,730.8893,230,126,104,7,7,3.82,3.25,22,26.0998,0.0,0.04442003
217,20,44,-26.9111,730.889,228,126,102,7,7,3.82,3.19,24,26.0958,0.0,0.04442026
218,20,50,-26.9189,730.8108,225,123,102,7,7,3.84,3.29,21,26.101,0.0,0.044415
219,20,49,-26.919,730.8097,225,124,101,7,7,3.76,3.16,23,26.1002,0.0,0.04441499
220,20,48,-26.919,730.8097,226,124,102,7,7,3.76,3.19,22,26.1002,0.0,0.04441499
221,20,46,-26.919,730.8097,226,124,102,7,7,3.76,3.19,22,26.1002,0.0,0.04441499
222,20,47,-26.9192,730.8084,227,125,102,7,7,3.79,3.19,23,26.0961,0.0,0.04441516
223,18,20,-26.9263,730.7371,252,134,118,7,7,3.35,3.03,16,112.953,0.0,0.03893644
224,20,27,-26.9902,730.0975,234,126,108,7,7,3.71,3.27,18,23.5876,0.0,0.04452846
225,20,28,-26.9903,730.0974,234,126,108,7,7,3.71,3.27,18,23.5876,0.0,0.04452845
226,20,26,-26.9946,730.0542,236,127,109,7,7,3.63,3.21,18,23.5876,0.0,0.04452573
227,20,25,-27.0267,729.7335,238,129,109,7,7,3.69,3.21,20,23.5456,0.0,0.04450816
228,20,24,-27.0299,729.7009,239,130,109,7,7,3.71,3.21,21,23.4516,0.0,0.04451203
229,11,20,-27.0387,729.6134,311,162,149,7,7,3.12,2.92,13,188.5259,0.0,0.03410255
230,9,26,-27.0596,729.4035,333,176,157,7,7,3.14,2.85,19,61.7669,0.0,0.04207844
231,12,19,-27.0876,729.1245,302,157,145,7,7,3.08,2.9,12,185.4008,0.0,0.0342687
232,21,16,-27.0946,729.0538,225,121,104,7,7,3.67,3.25,17,105.6875,0.0,0.03928825
233,9,25,-27.1052,728.9483,336,179,157,7,7,3.09,2.75,22,61.6557,0.0,0.04205675
234,20,16,-27.1139,728.8614,229,123,106,7,7,3.62,3.21,17,103.9152,0.0,0.03938783
235,7,19,-27.1313,728.6875,360,194,166,7,7,2.94,2.55,28,66.65,0.0,0.04172554
236,10,26,-27.1574,728.4261,325,172,153,7,7,3.25,2.94,19,63.9249,0.0,0.04188082
237,14,30,-27.1887,728.1127,271,147,124,7,7,3.42,2.95,23,47.7902,0.0,0.04287797
238,10,25,-27.2022,727.9779,330,176,154,7,7,3.2,2.85,22,63.7622,0.0,0.04186282
239,9,12,-27.2469,727.5312,324,172,152,7,7,3.02,2.71,20,43.2898,0.0,0.04312497
240,14,45,-27.2556,727.4439,249,136,113,7,7,3.68,3.14,23,23.5019,0.0,0.04436661
241,14,44,-27.2561,727.4386,251,138,113,7,7,3.73,3.14,25,23.4946,0.0,0.04436674
242,14,48,-27.2641,727.3593,249,135,114,7,7,3.75,3.26,21,23.4986,0.0,0.04436149
243,14,46,-27.2641,727.3588,250,136,114,7,7,3.68,3.17,22,23.4986,0.0,0.04436146
244,14,47,-27.2642,727.3582,250,136,114,7,7,3.78,3.26,22,23.4949,0.0,0.04436165
245,13,46,-27.2674,727.3258,257,138,119,7,7,3.54,3.13,19,23.4958,0.0,0.04435956
246,13,48,-27.2681,727.3195,255,137,118,7,7,3.7,3.28,19,23.4954,0.0,0.04435918
247,13,47,-27.2682,727.3184,256,138,118,7,7,3.73,3.28,20,23.4917,0.0,0.04435934
248,9,27,-27.2721,727.2787,329,176,153,7,7,3.2,2.83,23,57.5833,0.0,0.04220819
249,10,15,-27.2798,727.2017,321,168,153,7,7,3.17,2.94,15,76.6577,0.0,0.04100116
250,8,24,-27.2803,727.1971,344,186,158,7,7,3.15,2.72,28,52.613,0.0,0.0425163
251,21,18,-27.2959,727.0411,231,124,107,7,7,3.65,3.24,17,106.4978,0.0,0.03911033
252,19,19,-27.2989,727.0111,241,129,112,7,7,3.49,3.11,17,115.1878,0.0,0.03856075
253,8,12,-27.3037,726.963,333,179,154,7,7,2.98,2.61,25,69.4849,0.0,0.04143819
254,11,15,-27.3188,726.8117,305,159,146,7,7,3.18,2.98,13,75.9175,0.0,0.04102323
255,10,24,-27.3288,726.7124,333,178,155,7,7,3.24,2.87,23,57.4437,0.0,0.0421813
256,19,21,-27.4045,725.9551,238,126,112,7,7,3.5,3.2,14,55.3238,0.0,0.04226718
257,13,45,-27.4077,725.9231,256,138,118,7,7,3.63,3.19,20,23.3968,0.0,0.04427738
258,13,44,-27.4082,725.9179,258,140,118,7,7,3.68,3.19,22,23.3896,0.0,0.04427751
259,19,35,-27.4264,725.7358,236,125,111,7,7,3.47,3.17,14,26.8219,0.0,0.04404972
260,19,34,-27.4264,725.7358,234,124,110,7,7,3.54,3.24,14,26.8219,0.0,0.04404972
261,19,33,-27.4264,725.7357,234,124,110,7,7,3.54,3.24,14,26.8219,0.0,0.04404971
262,19,32,-27.4266,725.7337,238,127,111,7,7,3.53,3.17,16,26.8126,0.0,0.04405017
263,19,31,-27.4271,725.729,238,127,111,7,7,3.53,3.17,16,26.8165,0.0,0.04404962
264,8,25,-27.4305,725.6951,341,184,157,7,7,3.12,2.71,27,52.6623,0.0,0.04241853
265,19,41,-27.4397,725.6027,230,124,106,7,7,3.65,3.21,18,26.8146,0.0,0.04404179
266,19,40,-27.4397,725.6027,229,124,105,7,7,3.65,3.18,19,26.8146,0.0,0.04404179
267,19,37,-27.44,725.5999,234,126,108,7,7,3.5,3.09,18,26.8136,0.0,0.04404167
268,19,39,-27.44,725.6002,231,125,106,7,7,3.57,3.12,19,26.8143,0.0,0.04404165
269,19,42,-27.44,725.5997,232,126,106,7,7,3.6,3.12,20,26.8142,0.0,0.04404162
270,19,38,-27.4409,725.5912,233,126,107,7,7,3.6,3.15,19,26.7942,0.0,0.04404235
271,19,30,-27.4445,725.5554,238,128,110,7,7,3.56,3.14,18,26.3021,0.0,0.0440711
272,19,22,-27.4494,725.5058,241,128,113,7,7,3.56,3.23,15,54.2414,0.0,0.04230708
273,11,13,-27.4497,725.5027,294,155,139,7,7,3.16,2.9,16,75.369,0.0,0.04097529
274,15,20,-27.4514,725.4858,270,141,129,7,7,3.36,3.15,12,116.3765,0.0,0.03838969
275,10,13,-27.4565,725.4353,312,165,147,7,7,3.17,2.88,18,75.0376,0.0,0.04099194
276,20,18,-27.4591,725.4093,235,126,109,7,7,3.6,3.21,17,104.7183,0.0,0.03911964
277,19,36,-27.4644,725.3559,235,127,108,7,7,3.53,3.09,19,26.7918,0.0,0.04402766
278,19,45,-27.469,725.3103,230,126,104,7,7,3.6,3.06,22,26.8168,0.0,0.04402322
279,19,43,-27.4695,725.3049,234,128,106,7,7,3.66,3.12,22,26.8126,0.0,0.04402314
280,19,44,-27.4695,725.3046,232,128,104,7,7,3.66,3.06,24,26.8085,0.0,0.04402338
281,21,17,-27.4706,725.2937,231,125,106,7,7,3.68,3.21,19,105.0854,0.0,0.03908922
282,19,23,-27.477,725.23,243,130,113,7,7,3.51,3.14,17,54.2412,0.0,0.04228971
283,19,50,-27.4773,725.227,229,125,104,7,7,3.68,3.15,21,26.8138,0.0,0.04401815
284,19,46,-27.4774,725.226,230,126,104,7,7,3.6,3.06,22,26.813,0.0,0.04401814
285,19,49,-27.4774,725.226,229,126,103,7,7,3.6,3.03,23,26.813,0.0,0.04401814
286,19,48,-27.4774,725.226,230,126,104,7,7,3.6,3.06,22,26.813,0.0,0.04401814
287,19,47,-27.4775,725.2247,231,127,104,7,7,3.63,3.06,23,26.8088,0.0,0.04401832
288,18,45,-27.5011,724.9893,231,128,103,7,7,3.56,2.94,25,26.7963,0.0,0.04400428
289,18,44,-27.5016,724.9835,233,130,103,7,7,3.61,2.94,27,26.788,0.0,0.04400444
290,17,45,-27.5019,724.981,236,129,107,7,7,3.58,3.06,22,26.7955,0.0,0.04400381
291,17,44,-27.5025,724.9753,238,131,107,7,7,3.64,3.06,24,26.7872,0.0,0.04400397
292,18,50,-27.5094,724.9064,229,126,103,7,7,3.71,3.12,23,26.7934,0.0,0.04399924
293,18,49,-27.5095,724.9054,229,127,102,7,7,3.63,3.0,25,26.7925,0.0,0.04399923
294,18,46,-27.5095,724.905,231,128,103,7,7,3.56,2.94,25,26.7925,0.0,0.0439992
295,18,48,-27.5095,724.9054,230,127,103,7,7,3.63,3.03,24,26.7925,0.0,0.04399923
296,18,47,-27.5096,724.9041,231,128,103,7,7,3.66,3.03,25,26.7883,0.0,0.04399941
297,17,50,-27.5102,724.8982,234,127,107,7,7,3.74,3.24,20,26.7926,0.0,0.04399877
298,17,49,-27.5103,724.8973,235,128,107,7,7,3.66,3.15,21,26.7918,0.0,0.04399877
299,17,46,-27.5103,724.8968,237,129,108,7,7,3.58,3.09,21,26.7917,0.0,0.04399874
300,17,48,-27.5103,724.8973,236,128,108,7,7,3.66,3.18,20,26.7918,0.0,0.04399877
301,17,47,-27.5104,724.896,237,129,108,7,7,3.69,3.18,21,26.7876,0.0,0.04399895
302,10,20,-27.5155,724.8449,330,173,157,7,7,3.15,2.91,16,174.0398,0.0,0.03471501
303,19,28,-27.5401,724.5992,239,128,111,7,7,3.56,3.17,17,24.1504,0.0,0.04414645
304,19,27,-27.5401,724.5993,239,128,111,7,7,3.56,3.17,17,24.1504,0.0,0.04414646
305,19,26,-27.5445,724.5548,243,129,114,7,7,3.49,3.17,15,24.1504,0.0,0.04414366
306,16,45,-27.5488,724.5118,241,129,112,7,7,3.58,3.2,17,28.0952,0.0,0.04389232
307,16,44,-27.5494,724.5061,243,131,112,7,7,3.64,3.2,19,28.0866,0.0,0.0438925
308,16,50,-27.5571,724.429,238,127,111,7,7,3.74,3.36,16,28.0922,0.0,0.04388729
309,16,48,-27.5572,724.4281,241,128,113,7,7,3.66,3.32,15,28.0913,0.0,0.04388729
310,16,49,-27.5572,724.4281,240,128,112,7,7,3.66,3.29,16,28.0913,0.0,0.04388729
311,16,46,-27.5572,724.4277,242,129,113,7,7,3.58,3.23,16,28.0912,0.0,0.04388727
312,16,47,-27.5573,724.4267,242,129,113,7,7,3.69,3.32,16,28.0869,0.0,0.04388748
313,18,35,-27.5697,724.3032,240,128,112,7,7,3.46,3.11,16,24.7135,0.0,0.0440923
314,18,33,-27.5697,724.3026,240,128,112,7,7,3.46,3.11,16,24.7135,0.0,0.04409227
315,18,34,-27.5697,724.3027,240,128,112,7,7,3.46,3.11,16,24.7135,0.0,0.04409228
316,18,32,-27.5699,724.3014,243,130,113,7,7,3.42,3.05,17,24.7086,0.0,0.0440925
317,17,35,-27.5705,724.295,245,129,116,7,7,3.49,3.22,13,24.7128,0.0,0.04409183
318,19,25,-27.5757,724.2434,244,131,113,7,7,3.54,3.14,18,24.1074,0.0,0.04412674
319,18,37,-27.5832,724.1676,238,129,109,7,7,3.49,3.03,20,24.7059,0.0,0.04408424
320,18,41,-27.5836,724.1636,233,127,106,7,7,3.63,3.12,21,24.6916,0.0,0.04408489
321,18,40,-27.5836,724.1636,232,127,105,7,7,3.63,3.09,22,24.6916,0.0,0.04408489
322,18,42,-27.5839,724.1606,234,129,105,7,7,3.58,3.0,24,24.6912,0.0,0.04408472
323,18,39,-27.5839,724.1611,235,128,107,7,7,3.56,3.06,21,24.6913,0.0,0.04408475
324,17,37,-27.5841,724.1594,243,130,113,7,7,3.51,3.14,17,24.7052,0.0,0.04408377
325,17,41,-27.5845,724.1554,238,128,110,7,7,3.66,3.24,18,24.6909,0.0,0.04408441
326,17,40,-27.5845,724.1554,237,128,109,7,7,3.66,3.21,19,24.6909,0.0,0.04408441
327,17,39,-27.5847,724.1529,240,129,111,7,7,3.58,3.17,18,24.6906,0.0,0.04408427
328,17,42,-27.5848,724.1524,239,130,109,7,7,3.61,3.11,21,24.6905,0.0,0.04408425
329,18,38,-27.588,724.1196,237,129,108,7,7,3.58,3.09,21,24.5989,0.0,0.04408796
330,17,38,-27.5889,724.1113,242,130,112,7,7,3.61,3.2,18,24.5982,0.0,0.04408748
331,18,19,-27.5899,724.1007,252,136,116,7,7,3.4,2.97,20,105.4342,0.0,0.03899204
332,19,24,-27.5916,724.0844,245,132,113,7,7,3.57,3.14,19,23.6389,0.0,0.04414625
333,18,31,-27.5976,724.0242,242,130,112,7,7,3.51,3.11,18,24.6923,0.0,0.04407606
334,18,36,-27.6076,723.9245,239,130,109,7,7,3.51,3.03,21,24.6859,0.0,0.04407018
335,17,36,-27.6084,723.9163,244,131,113,7,7,3.54,3.14,18,24.6851,0.0,0.04406971
336,14,27,-27.613,723.8703,276,150,126,7,7,3.33,2.86,24,21.8787,0.0,0.04424369
337,18,43,-27.6134,723.8659,236,131,105,7,7,3.64,3.0,26,24.6898,0.0,0.04406624
338,18,30,-27.6136,723.8645,242,131,111,7,7,3.54,3.08,20,24.2187,0.0,0.04409584
339,17,43,-27.6141,723.8588,240,131,109,7,7,3.64,3.11,22,24.6891,0.0,0.04406583
340,13,27,-27.6164,723.8356,283,152,131,7,7,3.3,2.91,21,21.8759,0.0,0.04424168
341,16,35,-27.6169,723.8307,250,129,121,7,7,3.49,3.36,8,25.9115,0.0,0.04398702
342,14,26,-27.6177,723.8227,283,151,132,7,7,3.28,2.93,19,21.8787,0.0,0.04424069
343,13,26,-27.6212,723.788,287,152,135,7,7,3.3,3.0,17,21.8759,0.0,0.04423867
344,15,45,-27.6232,723.7675,243,131,112,7,7,3.64,3.2,19,28.0635,0.0,0.04384741
345,15,44,-27.6238,723.7619,245,133,112,7,7,3.69,3.2,21,28.0549,0.0,0.0438476
346,17,34,-27.6271,723.7286,246,129,117,7,7,3.39,3.16,12,24.7715,0.0,0.04405244
347,17,33,-27.6271,723.7286,246,129,117,7,7,3.39,3.16,12,24.7715,0.0,0.04405243
348,17,32,-27.6273,723.7273,249,131,118,7,7,3.36,3.11,13,24.7666,0.0,0.04405267
349,16,37,-27.6305,723.6953,248,130,118,7,7,3.51,3.28,12,25.9035,0.0,0.043979
350,16,40,-27.6309,723.6909,242,128,114,7,7,3.66,3.35,14,25.8885,0.0,0.04397966
351,16,41,-27.6309,723.6909,243,128,115,7,7,3.66,3.38,13,25.8885,0.0,0.04397966
