pct_caida_ath,pct_caida,pct_venta,floor_pct,pendiente,last_op_on_sell,pnl_pct,portfolio_final,usdt_final,btc_libre,btc_en_pos,btc_total,n_pos_final,total_compras,total_ventas,total_trades,max_drawdown,btc_libre_usd,btc_total_usd,pnl_norm,btcl_norm,btct_norm,combo_score
0.4,0.035,0.06,25,96,True,68.6975,1686.97,1000.0,0.01082544,-0.0,0.01082544,0,149,149,298,61.43,686.9748445920001,686.9748445920001,0.9312285403469808,0.9312019581818117,0.20516666666666689,0.7860081909613673
0.4,0.03,0.06,25,81,True,68.6438,1686.44,1000.0,0.01081699,0.0,0.01081699,0,197,197,394,61.51,686.438613507,686.438613507,0.9304678912597596,0.9304421016283412,0.20245833333333352,0.7848582427850489
0.35,0.04,0.06,20,16,True,68.6109,1686.11,1000.0,0.0108118,-0.0,0.0108118,0,190,190,380,42.01,686.10925974,686.10925974,0.9300018697519463,0.929975396833961,0.20079487179487185,0.7841525282851359
0.4,0.01,0.05,30,96,False,68.5932,1685.93,1000.0,0.010809,0.0,0.010809,0,125,125,250,60.94,685.9315737,685.9315737,0.9297511530137001,0.9297236100470121,0.19989743589743572,0.7837721467004408
0.4,0.025,0.055,25,86,True,68.581,1685.81,1000.0,0.01080708,0.0,0.01080708,0,201,201,402,61.87,685.809731844,685.809731844,0.9295783426065476,0.9295509562502473,0.19928205128205143,0.7835108684347583
0.4,0.02,0.045,25,91,True,68.5583,1685.58,1000.0,0.0108035,-0.0,0.0108035,0,235,235,470,62.15,685.5825475500001,685.5825475500001,0.9292568019309438,0.9292290288583628,0.1981346153846157,0.783024032699904
0.4,0.02,0.035,20,96,True,68.5564,1685.56,1000.0,0.0108032,-0.0,0.0108032,0,323,323,646,61.22,685.5635097600001,685.5635097600001,0.9292298888347479,0.9292020517026183,0.19803846153846186,0.7829832522358517
0.4,0.02,0.06,25,56,True,68.5436,1685.44,1000.0,0.0108012,-0.0,0.0108012,0,313,313,626,61.59,685.43659116,685.43659116,0.9290485795551123,0.9290222039976548,0.1973974358974361,0.7827104381563399
0.4,0.025,0.06,30,96,False,68.5314,1685.31,1000.0,0.01079927,-0.0,0.01079927,0,71,71,142,58.86,685.314114711,685.314114711,0.9288757691479598,0.928848650962365,0.19677884615384617,0.7824482490934587
0.4,0.025,0.06,25,76,True,68.5309,1685.31,1000.0,0.01079919,-0.0,0.01079919,0,217,217,434,61.7,685.309037967,685.309037967,0.928868686754224,0.9288414570541665,0.1967532051282053,0.7824374215190029
0.4,0.025,0.06,30,66,True,68.5303,1685.3,1000.0,0.01079909,0.0,0.01079909,0,217,217,434,61.7,685.302692037,685.302692037,0.928860187881741,0.9288324646689184,0.19672115384615418,0.7824240641107769
0.4,0.04,0.06,20,21,True,68.4886,1684.89,1000.0,0.01079252,0.0,0.01079252,0,176,176,352,44.86,684.885764436,684.885764436,0.9282695162441784,0.9282416649581134,0.1946153846153847,0.7815303345326002
0.4,0.04,0.06,30,96,True,68.4632,1684.63,1000.0,0.01078851,0.0,0.01078851,0,131,131,262,61.69,684.6312926429999,684.6312926429999,0.9279097306424015,0.9278810703096617,0.19333012820512813,0.7809852120551248
0.4,0.025,0.05,20,86,True,68.4566,1684.57,1000.0,0.01078749,-0.0,0.01078749,0,267,267,534,61.49,684.566564157,684.566564157,0.9278162430450893,0.9277893479801305,0.19300320512820532,0.7808455669422248
0.4,0.02,0.035,30,71,True,68.4545,1684.55,1000.0,0.01078716,0.0,0.01078716,0,323,323,646,61.2,684.545622588,684.545622588,0.9277864969913991,0.9277596731088115,0.19289743589743616,0.7808006376078303
0.4,0.02,0.06,15,76,True,68.4506,1684.51,1000.0,0.01078654,-0.0,0.01078654,0,318,318,636,61.57,684.5062778220001,684.5062778220001,0.9277312543202602,0.9277039203202728,0.1926987179487183,0.7807165468459556
0.35,0.04,0.06,15,16,True,68.4468,1684.47,1000.0,0.01078594,-0.0,0.01078594,0,190,190,380,38.52,684.4682022420001,684.4682022420001,0.9276774281278684,0.9276499660087838,0.1925064102564106,0.7806349859178514
0.4,0.015,0.05,30,76,True,68.4246,1684.25,1000.0,0.01078245,0.0,0.01078245,0,196,196,392,62.55,684.2467292850001,684.2467292850001,0.9273629698460004,0.9273361317636226,0.19138782051282086,0.7801598885546511
0.4,0.02,0.035,25,81,True,68.3711,1683.71,1000.0,0.01077401,0.0,0.01077401,0,335,335,670,61.19,683.711132793,683.711132793,0.9266051537162736,0.9265771744486769,0.18868269230769258,0.7790122676542783
0.4,0.035,0.06,30,81,True,68.3082,1683.08,1000.0,0.0107641,-0.0,0.0107641,0,156,156,312,61.35,683.08225113,683.08225113,0.9257141885843145,0.9256860290705831,0.1855064102564105,0.7776641850646142
0.4,0.015,0.05,25,86,True,68.2937,1682.94,1000.0,0.01076181,-0.0,0.01076181,0,189,189,378,62.53,682.9369293330001,682.9369293330001,0.9255087991659774,0.9254801034483999,0.18477243589743605,0.7773529177969959
0.4,0.025,0.06,20,86,True,68.2874,1682.87,1000.0,0.01076082,0.0,0.01076082,0,221,221,442,61.66,682.8741046260001,682.8741046260001,0.9254195610049067,0.925391078834443,0.18445512820512858,0.7772181297938121
0.4,0.02,0.045,30,76,True,68.2855,1682.85,1000.0,0.01076052,0.0,0.01076052,0,252,252,504,62.1,682.8550668360001,682.8550668360001,0.9253926479087108,0.9253641016786985,0.18435897435897475,0.7771773493297598
0.4,0.04,0.06,20,11,True,68.2766,1682.77,1000.0,0.01075912,-0.0,0.01075912,0,176,176,352,31.54,682.7662238160001,682.7662238160001,0.9252665813002142,0.9252382082852241,0.18391025641025668,0.7769868044177257
0.35,0.04,0.06,15,21,True,68.2287,1682.29,1000.0,0.01075157,0.0,0.01075157,0,190,190,380,44.22,682.2871061010001,682.2871061010001,0.924588087980328,0.9245592831989871,0.1814903846153848,0.7759599058729371
0.4,0.02,0.05,15,91,True,68.2202,1682.2,1000.0,0.01075023,0.0,0.01075023,0,300,300,600,61.77,682.202070639,682.202070639,0.92446768728682,0.9244387852366616,0.18106089743589737,0.7757776587015879
0.4,0.03,0.06,20,91,True,68.2027,1682.03,1000.0,0.01074747,0.0,0.01074747,0,205,205,410,61.43,682.0269229710001,682.0269229710001,0.9242198035060681,0.9241905954038121,0.18017628205128225,0.775402336784434
0.4,0.025,0.055,20,96,True,68.1815,1681.82,1000.0,0.01074413,-0.0,0.01074413,0,209,209,418,61.8,681.814968909,681.814968909,0.9239195100116718,0.923890249736523,0.17910576923076912,0.7749479837729466
0.4,0.02,0.045,25,86,True,68.1613,1681.61,1000.0,0.01074094,0.0,0.01074094,0,252,252,504,62.07,681.612533742,681.612533742,0.9236333813047469,0.9236033926471063,0.17808333333333318,0.774514375113172
0.4,0.02,0.05,25,66,True,68.1216,1681.22,1000.0,0.0107347,0.0,0.0107347,0,302,302,604,61.76,681.21654771,681.21654771,0.9230710392421273,0.9230422678076204,0.17608333333333337,0.7736648666300164
0.35,0.04,0.06,25,11,True,68.0826,1680.83,1000.0,0.01072854,0.0,0.01072854,0,190,190,380,37.22,680.825638422,680.825638422,0.9225186125307376,0.9224883368763331,0.17410897435897446,0.7728276022000636
0.4,0.02,0.035,20,91,True,68.0676,1680.68,1000.0,0.01072618,0.0,0.01072618,0,347,347,694,61.14,680.675874474,680.675874474,0.9223061407186647,0.9222761165844763,0.17335256410256425,0.7725064181551881
0.4,0.025,0.055,30,71,True,68.0619,1680.62,1000.0,0.01072528,0.0,0.01072528,0,211,211,422,61.78,680.6187611040001,680.6187611040001,0.9222254014300769,0.9221951851172427,0.17306410256410273,0.7723840767630318
0.4,0.04,0.06,30,91,True,68.0138,1680.14,1000.0,0.01071771,-0.0,0.01071771,0,143,143,286,61.56,680.138374203,680.138374203,0.9215440751526964,0.9215144615539561,0.17063782051282064,0.7713539401450992
0.4,0.02,0.05,20,76,True,68.0136,1680.14,1000.0,0.01071767,0.0,0.01071767,0,308,308,616,61.74,680.135835831,680.135835831,0.9215412421952021,0.9215108645998569,0.17062500000000022,0.7713488804775582
0.4,0.015,0.05,20,96,True,67.9934,1679.93,1000.0,0.01071449,0.0,0.01071449,0,200,200,400,62.49,679.934035257,679.934035257,0.9212551134882772,0.921224906748965,0.1696057692307694,0.770916182614982
0.35,0.04,0.06,30,11,True,67.9776,1679.78,1000.0,0.01071201,0.0,0.01071201,0,190,190,380,40.27,679.776656193,679.776656193,0.921031309846227,0.9210018955948103,0.1688108974358973,0.7705784030887359
0.4,0.035,0.06,25,91,True,67.9675,1679.67,1000.0,0.01071041,0.0,0.01071041,0,166,166,332,61.28,679.6751213130001,679.6751213130001,0.9208882454927647,0.9208580174308396,0.16829807692307705,0.7703611433602495
0.35,0.04,0.06,25,16,True,67.965,1679.65,1000.0,0.01071001,-0.0,0.01071001,0,190,190,380,45.06,679.649737593,679.649737593,0.9208528335240859,0.9208220478898469,0.16816987179487214,0.7703070054879715
0.4,0.025,0.055,25,81,True,67.9639,1679.64,1000.0,0.01070984,0.0,0.01070984,0,218,218,436,61.76,679.6389495120001,679.6389495120001,0.9208372522578671,0.920806760834925,0.16811538461538472,0.770283731302488
0.4,0.04,0.06,30,16,True,67.9611,1679.61,1000.0,0.01070941,0.0,0.01070941,0,176,176,352,45.23,679.6116620130001,679.6116620130001,0.9207975908529469,0.9207680935783579,0.16797756410256448,0.7702247363204936
0.4,0.01,0.05,30,91,False,67.9594,1679.59,1000.0,0.01070913,0.0,0.01070913,0,125,125,250,60.78,679.5938934090001,679.5938934090001,0.9207735107142453,0.920742914899663,0.16788782051282086,0.7701871939295857
0.4,0.04,0.06,15,26,True,67.9576,1679.58,1000.0,0.01070885,0.0,0.01070885,0,176,176,352,45.79,679.5761248050001,679.5761248050001,0.9207480140967965,0.9207177362209681,0.16779807692307724,0.7701489432993042
0.4,0.03,0.05,30,96,True,67.9198,1679.2,1000.0,0.01070288,0.0,0.01070288,0,147,147,294,62.2,679.197272784,679.197272784,0.9202125851303726,0.9201808908216522,0.1658846153846154,0.7693374828886052
0.4,0.02,0.06,30,46,True,67.9066,1679.07,1000.0,0.01070081,0.0,0.01070081,0,336,336,672,61.44,679.065912033,679.065912033,0.9200256099357486,0.919994748447015,0.1652211538461539,0.7690554602712095
0.4,0.015,0.05,30,71,True,67.9049,1679.05,1000.0,0.01070054,0.0,0.01070054,0,203,203,406,62.48,679.048778022,679.048778022,0.920001529797047,0.919970469006845,0.1651346153846154,0.7690188286775002
0.4,0.025,0.05,25,71,True,67.9032,1679.03,1000.0,0.01070027,0.0,0.01070027,0,279,279,558,61.4,679.031644011,679.031644011,0.9199774496583454,0.9199461895666748,0.1650480769230769,0.7689821970837905
0.4,0.01,0.06,30,96,False,67.8843,1678.84,1000.0,0.0106973,0.0,0.0106973,0,121,121,242,61.89,678.84316989,678.84316989,0.9197097351751334,0.9196791157248042,0.16409615384615392,0.7685778330742388
0.4,0.01,0.045,30,91,False,67.8834,1678.83,1000.0,0.01069716,-0.0,0.01069716,0,127,127,254,59.18,678.8342855880001,678.8342855880001,0.919696986866409,0.9196665263854569,0.1640512820512824,0.768558707759098
0.4,0.02,0.045,20,96,True,67.8737,1678.74,1000.0,0.01069562,-0.0,0.01069562,0,264,264,528,62.01,678.736558266,678.736558266,0.9195595884279353,0.9195280436526349,0.16355769230769224,0.7683497457712964
0.4,0.025,0.06,25,71,True,67.8632,1678.63,1000.0,0.01069398,0.0,0.01069398,0,235,235,470,61.59,678.632485014,678.632485014,0.9194108581594843,0.919380568534565,0.16303205128205156,0.7681260098965219
0.4,0.015,0.05,25,81,True,67.8328,1678.33,1000.0,0.01068918,0.0,0.01068918,0,205,205,410,62.47,678.327880374,678.327880374,0.9189802486203498,0.9189489340426527,0.1614935897435897,0.7674735224716887
0.4,0.02,0.06,20,61,True,67.812,1678.12,1000.0,0.01068591,0.0,0.01068591,0,340,340,680,61.42,678.120368463,678.120368463,0.9186856210409419,0.9186548830450374,0.1604455128205129,0.7670283779980847
0.4,0.02,0.05,30,56,True,67.8117,1678.12,1000.0,0.01068586,-0.0,0.01068586,0,311,311,622,61.71,678.117195498,678.117195498,0.9186813716047005,0.9186503868524134,0.16042948717948735,0.7670216992939718
0.4,0.02,0.045,30,71,True,67.788,1677.88,1000.0,0.01068212,-0.0,0.01068212,0,264,264,528,61.99,677.8798577160001,677.8798577160001,0.9183456661416252,0.9183140716441317,0.1592307692307693,0.766513208410206
0.4,0.03,0.06,25,76,True,67.7741,1677.74,1000.0,0.01067993,-0.0,0.01067993,0,215,215,430,61.36,677.7408818490001,677.7408818490001,0.918148775595771,0.9181171384071969,0.1585288461538465,0.7662152985508138
0.4,0.03,0.06,30,66,True,67.7731,1677.73,1000.0,0.01067977,-0.0,0.01067977,0,215,215,430,61.36,677.730728361,677.730728361,0.9181346108082995,0.9181027505907997,0.1584775641025642,0.7661936434019024
0.4,0.02,0.035,25,76,True,67.7719,1677.72,1000.0,0.01067959,-0.0,0.01067959,0,356,356,712,61.09,677.719305687,677.719305687,0.9181176130633336,0.9180865642973529,0.15841987179487166,0.766168750179847
0.4,0.02,0.035,30,66,True,67.7712,1677.71,1000.0,0.01067948,-0.0,0.01067948,0,356,356,712,61.09,677.712325164,677.712325164,0.9181076977121034,0.91807667267358,0.15838461538461546,0.7661537737350487
0.4,0.02,0.05,30,96,False,67.7653,1677.65,1000.0,0.01067854,0.0,0.01067854,0,89,89,178,59.24,677.652673422,677.652673422,0.9180241254660215,0.9179921442522472,0.15808333333333352,0.7660263726753517
0.4,0.025,0.05,30,61,True,67.7578,1677.58,1000.0,0.01067737,-0.0,0.01067737,0,289,289,578,61.37,677.5784260410001,677.5784260410001,0.9179178895599851,0.9178869333448436,0.15770833333333353,0.7658666914501123
0.4,0.025,0.06,30,61,True,67.751,1677.51,1000.0,0.0106763,-0.0,0.0106763,0,236,236,472,61.57,677.51052459,677.51052459,0.9178215690051788,0.9177907148226881,0.15736538461538463,0.7657210758724726
0.4,0.025,0.05,15,96,True,67.7411,1677.41,1000.0,0.01067473,0.0,0.01067473,0,288,288,576,61.37,677.410893489,677.410893489,0.9176813376092106,0.9176495343742919,0.1568621794871797,0.7655079650143288
0.4,0.025,0.06,15,96,True,67.7381,1677.38,1000.0,0.01067426,-0.0,0.01067426,0,236,236,472,61.57,677.381067618,677.381067618,0.917638843246796,0.9176072701636254,0.15671153846153846,0.7654439103647933
0.4,0.02,0.045,25,81,True,67.718,1677.18,1000.0,0.01067108,-0.0,0.01067108,0,268,268,536,61.98,677.179267044,677.179267044,0.9173541310186183,0.9173213123127335,0.15569230769230763,0.7650119207415907
0.4,0.025,0.06,20,81,True,67.6808,1676.81,1000.0,0.01066522,-0.0,0.01066522,0,244,244,488,61.55,676.807395546,676.807395546,0.9168272009246774,0.9167943585371907,0.15381410256410255,0.7642147285363164
0.4,0.025,0.05,20,81,True,67.667,1676.67,1000.0,0.01066305,-0.0,0.01066305,0,289,289,578,61.36,676.669688865,676.669688865,0.9166317268575703,0.9165992237773054,0.15311858974358997,0.7639193485106948
0.4,0.02,0.06,15,71,True,67.6617,1676.62,1000.0,0.01066221,-0.0,0.01066221,0,343,343,686,61.39,676.616383053,676.616383053,0.9165566534839711,0.9165236877412207,0.1528493589743591,0.7638053048592236
0.4,0.015,0.05,30,96,False,67.6146,1676.15,1000.0,0.01065479,-0.0,0.01065479,0,93,93,186,59.65,676.1455150470001,676.1455150470001,0.9158894919940621,0.9158564527558064,0.15047115384615423,0.7627959125930039
0.4,0.025,0.055,20,91,True,67.6072,1676.07,1000.0,0.01065362,0.0,0.01065362,0,228,228,456,61.69,676.071267666,676.071267666,0.9157846725667729,0.9157512418484028,0.1500961538461542,0.7626369396071382
0.4,0.015,0.05,20,91,True,67.5733,1675.73,1000.0,0.01064828,-0.0,0.01064828,0,212,212,424,62.43,675.732395004,675.732395004,0.9153044862714881,0.9152710484761504,0.14838461538461536,0.7619104807555123
0.4,0.01,0.06,30,91,False,67.5344,1675.34,1000.0,0.01064216,-0.0,0.01064216,0,121,121,242,61.74,675.344024088,675.344024088,0.9147534760388456,0.9147207144989622,0.14642307692307688,0.7610775677537268
0.4,0.02,0.035,20,86,True,67.5187,1675.19,1000.0,0.01063969,0.0,0.01063969,0,370,370,740,61.04,675.1872796170001,675.1872796170001,0.9145310888755425,0.9144986025833325,0.14563141025641047,0.760741407264053
0.4,0.04,0.06,30,86,True,67.5155,1675.16,1000.0,0.01063919,-0.0,0.01063919,0,152,152,304,61.41,675.1555499670001,675.1555499670001,0.9144857615556337,0.9144536406570916,0.1454711538461539,0.760673203744175
0.4,0.025,0.06,30,91,False,67.4827,1674.83,1000.0,0.01063401,0.0,0.01063401,0,71,71,142,58.68,674.826830793,674.826830793,0.9140211565265675,0.9139878351012362,0.14381089743589734,0.7599691082808341
0.4,0.02,0.045,20,91,True,67.4635,1674.64,1000.0,0.01063099,-0.0,0.01063099,0,274,274,548,61.93,674.635183707,674.635183707,0.9137491926071141,0.9137162650667414,0.1428429487179488,0.7595580655671692
0.4,0.02,0.05,15,86,True,67.4629,1674.63,1000.0,0.0106309,-0.0,0.0106309,0,320,320,640,61.67,674.62947237,674.62947237,0.9137406937346313,0.9137081719200182,0.14281410256410282,0.7595456189561416
0.4,0.02,0.06,25,51,True,67.4551,1674.55,1000.0,0.01062966,0.0,0.01062966,0,354,354,708,61.35,674.550782838,674.550782838,0.9136302083923533,0.9135966663429409,0.14241666666666705,0.7593774374323923
0.4,0.035,0.06,30,76,True,67.4087,1674.09,1000.0,0.01062235,-0.0,0.01062235,0,176,176,352,61.18,674.086895355,674.086895355,0.9129729622536743,0.9129393229812993,0.1400737179487178,0.7583830216109705
0.4,0.03,0.06,20,86,True,67.4085,1674.09,1000.0,0.01062232,0.0,0.01062232,0,220,220,440,61.3,674.084991576,674.084991576,0.9129701292961802,0.9129366252657249,0.14006410256410248,0.758378872740628
0.4,0.03,0.05,30,91,True,67.371,1673.71,1000.0,0.01061641,-0.0,0.01061641,0,155,155,310,62.09,673.709947113,673.709947113,0.9124389497659977,0.912405175297558,0.13816987179487183,0.7575750018312406
0.4,0.015,0.05,25,76,True,67.3247,1673.25,1000.0,0.01060911,-0.0,0.01060911,0,215,215,430,62.39,673.246694223,673.246694223,0.9117831201060661,0.9117487311744414,0.13583012820512824,0.7565822050463912
0.4,0.015,0.05,30,66,True,67.3241,1673.24,1000.0,0.01060902,-0.0,0.01060902,0,215,215,430,62.39,673.2409828860001,673.2409828860001,0.9117746212335831,0.9117406380277181,0.13580128205128225,0.7565697584353634
0.4,0.025,0.055,25,76,True,67.2601,1672.6,1000.0,0.01059893,0.0,0.01059893,0,237,237,474,61.63,672.600678549,672.600678549,0.9108680748354051,0.9108333063561775,0.13256730769230765,0.7551974908630174
0.4,0.025,0.055,30,66,True,67.2592,1672.59,1000.0,0.0105988,0.0,0.0105988,0,237,237,474,61.63,672.59242884,672.59242884,0.9108553265266809,0.910821616255355,0.13252564102564124,0.7551792763450752
0.4,0.01,0.05,30,86,False,67.2558,1672.56,1000.0,0.01059825,0.0,0.01059825,0,128,128,256,60.63,672.5575262250001,672.5575262250001,0.9108071662492775,0.91077215813649,0.13234935897435912,0.7551051023604576
0.4,0.04,0.06,25,96,True,67.232,1672.32,1000.0,0.01059451,0.0,0.01059451,0,163,163,326,61.32,672.320188443,672.320188443,0.9104700443074553,0.9104358429282083,0.13115064102564106,0.7545959032373184
0.4,0.02,0.045,25,76,True,67.2163,1672.16,1000.0,0.01059203,0.0,0.01059203,0,276,276,552,61.88,672.162809379,672.162809379,0.9102476571441523,0.9102128317740538,0.13035576923076952,0.7542588319504462
0.4,0.02,0.045,30,66,True,67.2157,1672.16,1000.0,0.01059194,0.0,0.01059194,0,276,276,552,61.88,672.157098042,672.157098042,0.9102391582716693,0.9102047386273303,0.13032692307692298,0.7542463853394182
0.4,0.025,0.06,15,91,True,67.1567,1671.57,1000.0,0.01058263,-0.0,0.01058263,0,253,253,506,61.46,671.5662919590001,671.5662919590001,0.9094034358108491,0.9093675475607257,0.12734294871794913,0.752980571917232
0.4,0.035,0.06,25,86,True,67.1539,1671.54,1000.0,0.0105822,-0.0,0.0105822,0,176,176,352,61.13,671.53900446,671.53900446,0.9093637744059287,0.9093288803041585,0.1272051282051283,0.7529215769352376
0.4,0.01,0.06,30,86,False,67.1387,1671.39,1000.0,0.01057981,0.0,0.01057981,0,121,121,242,61.59,671.3873367330001,671.3873367330001,0.9091484696363616,0.9091139622967271,0.12643910256410276,0.7525962440200195
0.4,0.015,0.05,20,86,True,67.1148,1671.15,1000.0,0.01057604,0.0,0.01057604,0,219,219,438,62.36,671.148095172,671.148095172,0.9088099312157921,0.9087749493728711,0.1252307692307694,0.7520836042659113
0.4,0.02,0.05,20,71,True,67.0863,1670.86,1000.0,0.01057154,-0.0,0.01057154,0,335,335,670,61.62,670.8625283220001,670.8625283220001,0.9084062347728534,0.9083702920367034,0.12378846153846192,0.7514718973051302
0.4,0.02,0.035,25,71,True,67.084,1670.84,1000.0,0.01057119,0.0,0.01057119,0,385,385,770,60.97,670.8403175669999,670.8403175669999,0.9083736557616691,0.9083388186883347,0.12367628205128199,0.7514237298975913
0.4,0.025,0.06,25,66,True,67.0719,1670.72,1000.0,0.01056927,0.0,0.01056927,0,263,263,526,61.45,670.7184757110001,670.7184757110001,0.9082022618332635,0.9081661648915699,0.1230608974358977,0.7511631598712822
0.35,0.04,0.06,20,21,True,67.0538,1670.54,1000.0,0.01056642,0.0,0.01056642,0,190,190,380,47.44,670.537616706,670.537616706,0.9079458791800288,0.907909881911997,0.12214743589743603,0.7507753913431007
0.4,0.02,0.05,25,61,True,67.0505,1670.51,1000.0,0.01056591,-0.0,0.01056591,0,339,339,678,61.61,670.505252463,670.505252463,0.9078991353813728,0.9078640207472312,0.12198397435897435,0.7507055687866506
0.4,0.015,0.06,30,96,False,67.0296,1670.3,1000.0,0.01056261,0.0,0.01056261,0,89,89,178,61.13,670.295836773,670.295836773,0.9076030913232178,0.9075672720340415,0.1209262820512822,0.7502569836820778
0.4,0.02,0.045,20,86,True,67.0047,1670.05,1000.0,0.01055869,0.0,0.01055869,0,281,281,562,61.84,670.0470763170001,670.0470763170001,0.9072503881151768,0.9072147705323133,0.11966987179487218,0.7497235995762569
0.4,0.025,0.05,15,91,True,66.9941,1669.94,1000.0,0.01055701,-0.0,0.01055701,0,303,303,606,61.25,669.9404646930001,669.9404646930001,0.9071002413679786,0.907063698460144,0.1191314102564105,0.7494955122733146
0.4,0.025,0.06,20,76,True,66.9786,1669.79,1000.0,0.01055458,0.0,0.01055458,0,265,265,530,61.43,669.786258594,669.786258594,0.9068806871621699,0.9068451834986133,0.11835256410256396,0.7491644114511817
0.4,0.02,0.035,30,61,True,66.9702,1669.7,1000.0,0.01055325,-0.0,0.01055325,0,390,390,780,60.95,669.7018577250001,669.7018577250001,0.9067617029474091,0.9067255847748127,0.11792628205128222,0.7489837833164048
0.4,0.025,0.055,20,86,True,66.9634,1669.63,1000.0,0.01055217,0.0,0.01055217,0,248,248,496,61.58,669.633321681,669.633321681,0.9066653823926025,0.9066284670141324,0.11758012820512821,0.7488372569415666
0.4,0.04,0.06,30,81,True,66.9618,1669.62,1000.0,0.01055192,0.0,0.01055192,0,168,168,336,61.23,669.617456856,669.617456856,0.9066427187326481,0.906605986051012,0.11749999999999992,0.7488031551816275
0.4,0.02,0.035,15,96,True,66.9571,1669.57,1000.0,0.01055119,0.0,0.01055119,0,390,390,780,60.95,669.5711315670001,669.5711315670001,0.9065761442315319,0.9065403416387003,0.11726602564102584,0.7487033797355812
0.4,0.01,0.045,30,86,False,66.931,1669.31,1000.0,0.01054707,0.0,0.01054707,0,130,130,260,59.07,669.309679251,669.309679251,0.9062064432785251,0.9061698553664757,0.11594551282051309,0.7481432808133079
0.4,0.025,0.04,30,96,True,66.9179,1669.18,1000.0,0.01054501,-0.0,0.01054501,0,195,195,390,62.23,669.178953093,669.178953093,0.9060208845626481,0.9059846122303634,0.1152852564102567,0.7478628772324845
0.4,0.01,0.06,25,96,False,66.9093,1669.09,1000.0,0.01054366,0.0,0.01054366,0,123,123,246,61.5,669.093283038,669.093283038,0.9058990673903929,0.905863215029513,0.11485256410256418,0.7476790110245632
0.4,0.02,0.035,20,81,True,66.8991,1668.99,1000.0,0.01054205,0.0,0.01054205,0,391,391,782,60.94,668.9911135650001,668.9911135650001,0.9057545865581834,0.9057184376270175,0.11433653846153882,0.7474601322595047
0.4,0.025,0.05,25,66,True,66.8859,1668.86,1000.0,0.01053998,-0.0,0.01053998,0,311,311,622,61.23,668.859752814,668.859752814,0.9055676113635592,0.9055322952523802,0.11367307692307678,0.7471781096421091
0.4,0.01,0.05,25,96,False,66.8555,1668.56,1000.0,0.01053518,-0.0,0.01053518,0,129,129,258,60.54,668.555148174,668.555148174,0.9051370018244247,0.905100660760468,0.11213461538461549,0.7465256222172758
0.4,0.025,0.06,30,56,True,66.8036,1668.04,1000.0,0.010527,0.0,0.010527,0,274,274,548,61.4,668.0360511,668.0360511,0.9044018493546524,0.9043650836471676,0.10951282051282062,0.7454130138740406
0.4,0.03,0.06,25,71,True,66.7859,1667.86,1000.0,0.01052421,-0.0,0.01052421,0,223,223,446,61.2,667.8589996530001,667.8589996530001,0.9041511326164062,0.9041141960987437,0.10861858974359015,0.7450335430865443
0.35,0.04,0.06,20,11,True,66.7848,1667.85,1000.0,0.01052404,-0.0,0.01052404,0,190,190,380,34.03,667.8482115720001,667.8482115720001,0.9041355513501876,0.9040989090438217,0.10856410256410275,0.7450102689010609
0.4,0.025,0.05,20,76,True,66.7672,1667.67,1000.0,0.01052127,0.0,0.01052127,0,311,311,622,61.21,667.672429311,667.672429311,0.9038862510906887,0.9038498199724473,0.10767628205128194,0.7446333279473349
0.4,0.02,0.06,20,56,True,66.7637,1667.64,1000.0,0.01052071,-0.0,0.01052071,0,354,354,708,61.2,667.636892103,667.636892103,0.9038366743345383,0.9037994626150576,0.10749679487179527,0.7445575349261455
0.4,0.03,0.05,30,86,True,66.7633,1667.63,1000.0,0.01052065,0.0,0.01052065,0,168,168,336,61.97,667.633084545,667.633084545,0.9038310084195497,0.9037940671839086,0.10747756410256407,0.7445492371854602
0.4,0.02,0.06,15,66,True,66.7618,1667.62,1000.0,0.01052041,-0.0,0.01052041,0,354,354,708,61.2,667.617854313,667.617854313,0.9038097612383423,0.903772485459313,0.10740064102564088,0.7445167544620932
0.4,0.015,0.05,25,71,True,66.7603,1667.6,1000.0,0.01052018,-0.0,0.01052018,0,229,229,458,62.31,667.603258674,667.603258674,0.9037885140571351,0.9037518029732423,0.10732692307692338,0.7444851825359249
0.4,0.04,0.06,25,21,True,66.7525,1667.53,1000.0,0.01051895,0.0,0.01051895,0,176,176,352,47.61,667.525203735,667.525203735,0.9036780287148571,0.9036411966346897,0.10693269230769216,0.744317911809374
0.4,0.025,0.045,30,96,True,66.7497,1667.5,1000.0,0.01051851,-0.0,0.01051851,0,163,163,326,62.36,667.4972816430001,667.4972816430001,0.903638367309937,0.9036016301395978,0.10679166666666681,0.7442580060301811
0.4,0.04,0.06,25,91,True,66.7274,1667.27,1000.0,0.01051499,0.0,0.01051499,0,168,168,336,61.15,667.2739049070001,667.2739049070001,0.9033224925493218,0.9032850981788622,0.1056634615384617,0.7437794680360118
0.4,0.015,0.055,30,86,True,66.7201,1667.2,1000.0,0.01051385,-0.0,0.01051385,0,158,158,316,62.81,667.201561305,667.201561305,0.9032190896007797,0.903182584987033,0.10529807692307704,0.7436239356811152
0.4,0.015,0.055,25,96,True,66.711,1667.11,1000.0,0.0105124,-0.0,0.0105124,0,162,162,324,62.78,667.10954532,667.10954532,0.9030901900347887,0.9030521954009345,0.10483333333333343,0.7434274203043414
