rank_pnl,rsi_length,N,floor_pct,factor_caida,factor_subida,rsi_buy_trigger,rsi_sell_trigger,guardia_compra,guardia_prec_compra,guardia_prec_venta,pnl_pct,portfolio_final,usdt_final,btc_posiciones,precio_prom_fin,total_trades,total_compras,total_ventas,positions_count,pnl_por_trade,max_drawdown,div_compra_det,div_compra_apr,tasa_apr_compra,div_venta_det,div_venta_apr,tasa_apr_venta,btc_value,pnl_norm,btc_norm,equilibrio_score
124,21,30,25,5.0,1.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
125,21,30,25,5.0,1.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
126,21,36,25,5.0,2.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
127,21,24,25,5.0,4.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
128,21,24,25,5.0,4.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
129,21,24,25,5.0,2.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
130,21,36,25,5.0,2.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
131,21,30,25,5.0,3.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
132,21,30,25,5.0,4.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
133,21,30,25,5.0,3.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
134,21,30,25,5.0,3.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
135,21,36,25,5.0,2.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
136,21,30,25,5.0,2.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
137,21,30,25,5.0,3.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
138,21,30,25,5.0,4.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
139,21,24,25,5.0,4.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
140,21,24,25,5.0,3.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
141,21,24,25,5.0,3.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
142,21,30,25,5.0,0.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
143,21,30,25,5.0,0.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
144,21,30,25,5.0,3.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
145,21,30,25,5.0,3.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
146,21,36,25,5.0,1.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
147,21,30,25,5.0,2.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
148,21,42,25,5.0,1.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
149,21,30,25,5.0,3.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
150,21,24,25,5.0,4.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
151,21,30,25,5.0,0.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
152,21,30,25,5.0,1.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
153,21,30,25,5.0,3.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
154,21,36,25,5.0,2.5,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
155,21,30,25,5.0,2.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
156,21,30,25,5.0,2.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
157,21,36,25,5.0,0.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
158,21,30,25,5.0,0.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
159,21,36,25,5.0,1.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
160,21,30,25,5.0,2.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
161,21,36,25,5.0,2.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
162,21,36,25,5.0,3.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
163,21,24,25,5.0,3.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
164,21,24,25,5.0,3.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
165,21,42,25,5.0,1.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
166,21,30,25,5.0,3.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
167,21,30,25,5.0,3.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
168,21,30,25,5.0,2.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
169,21,36,25,5.0,1.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
170,21,36,25,5.0,3.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
171,21,24,25,5.0,2.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
172,21,24,25,5.0,2.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
173,21,24,25,5.0,2.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
174,21,36,25,5.0,1.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
175,21,36,25,5.0,2.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
176,21,36,25,5.0,0.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
177,21,30,25,5.0,4.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
178,21,36,25,5.0,0.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
179,21,36,25,5.0,3.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
180,21,36,25,5.0,1.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
181,21,30,25,5.0,2.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
182,21,30,25,5.0,1.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
183,21,30,25,5.0,2.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
184,21,30,25,5.0,0.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
185,21,30,25,5.0,1.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
186,21,30,25,5.0,2.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
187,21,36,25,5.0,4.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
188,21,30,25,5.0,3.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
189,21,24,25,5.0,3.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
190,21,36,25,5.0,0.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
191,21,24,25,5.0,3.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
192,21,36,25,5.0,2.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
193,21,24,25,5.0,4.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
194,21,24,25,5.0,3.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
195,21,24,25,5.0,3.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
196,21,30,25,5.0,2.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
197,21,30,25,5.0,0.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
198,21,30,25,5.0,1.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
199,21,30,25,5.0,2.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
200,21,30,25,5.0,3.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
201,21,30,25,5.0,2.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
202,21,30,25,5.0,1.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
203,21,30,25,5.0,1.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
204,21,30,25,5.0,2.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
205,21,30,25,5.0,1.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
206,21,30,25,5.0,1.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
207,21,24,25,5.0,4.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
208,21,30,25,5.0,2.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
209,21,24,25,5.0,2.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
210,21,24,25,5.0,1.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
211,21,24,25,5.0,4.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
212,21,30,25,5.0,1.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
213,21,30,25,5.0,1.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
214,21,30,25,5.0,2.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
215,21,42,25,5.0,0.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
216,21,30,25,5.0,2.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
217,21,36,25,5.0,1.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
218,21,30,25,5.0,1.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
219,21,30,25,5.0,4.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
220,21,36,25,5.0,1.5,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
221,21,30,25,5.0,1.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
222,21,24,25,5.0,3.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
223,21,30,25,5.0,4.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
224,21,36,25,5.0,1.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
225,21,36,25,5.0,1.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
226,21,36,25,5.0,2.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
227,21,24,25,5.0,2.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
228,21,30,25,5.0,2.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
229,21,24,25,5.0,3.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
230,21,30,25,5.0,4.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
231,21,30,25,5.0,3.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
232,21,30,25,5.0,0.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
233,21,42,25,5.0,1.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
234,21,30,25,5.0,1.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
235,21,36,25,5.0,1.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
236,21,30,25,5.0,2.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
237,21,30,25,5.0,4.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
238,21,30,25,5.0,1.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
239,21,24,25,5.0,3.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
240,21,24,25,5.0,4.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
241,21,30,25,5.0,0.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
242,21,30,25,5.0,0.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
243,21,42,25,5.0,1.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
244,21,36,25,5.0,0.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
245,21,30,25,5.0,1.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
246,21,24,25,5.0,4.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
247,21,30,25,5.0,1.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
248,21,36,25,5.0,0.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
249,21,30,25,5.0,1.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
250,21,30,25,5.0,1.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
251,21,42,25,5.0,2.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
