rank_pnl,rsi_length,N,floor_pct,factor_caida,factor_subida,rsi_buy_trigger,rsi_sell_trigger,guardia_compra,guardia_prec_compra,guardia_prec_venta,pnl_pct,portfolio_final,usdt_final,btc_posiciones,precio_prom_fin,total_trades,total_compras,total_ventas,positions_count,pnl_por_trade,max_drawdown,div_compra_det,div_compra_apr,tasa_apr_compra,div_venta_det,div_venta_apr,tasa_apr_venta,btc_value,pnl_norm,btc_norm,equilibrio_score
252,21,42,25,5.0,2.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
253,21,36,25,5.0,4.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
254,21,42,25,5.0,1.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
255,21,30,25,5.0,2.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
256,21,36,25,5.0,3.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
257,21,36,25,5.0,2.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
258,21,36,25,5.0,3.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
259,21,42,25,5.0,2.5,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
260,21,36,25,5.0,3.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
261,21,36,25,5.0,4.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
262,21,42,25,5.0,2.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
263,21,30,25,5.0,4.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
264,21,36,25,5.0,1.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
265,21,36,25,5.0,1.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
266,21,36,25,5.0,1.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
267,21,30,25,5.0,3.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
268,21,42,25,5.0,2.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
269,21,36,25,5.0,4.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
270,21,42,25,5.0,1.5,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
271,21,42,25,5.0,3.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
272,21,42,25,5.0,3.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
273,21,36,25,5.0,4.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
274,21,36,25,5.0,3.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
275,21,36,25,5.0,3.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
276,21,42,25,5.0,1.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
277,21,42,25,5.0,3.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
278,21,42,25,5.0,3.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
279,21,30,25,5.0,3.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
280,21,30,25,5.0,4.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
281,21,30,25,5.0,4.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
282,21,42,25,5.0,2.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
283,21,30,25,5.0,3.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
284,21,36,25,5.0,1.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
285,21,42,25,5.0,3.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
286,21,36,25,5.0,2.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
287,21,42,25,5.0,1.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
288,21,42,25,5.0,2.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
289,21,42,25,5.0,1.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
290,21,36,25,5.0,0.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
291,21,36,25,5.0,3.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
292,21,36,25,5.0,3.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
293,21,36,25,5.0,4.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
294,21,36,25,5.0,1.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
295,21,42,25,5.0,3.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
296,21,36,25,5.0,4.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
297,21,42,25,5.0,1.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
298,21,42,25,5.0,2.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
299,21,42,25,5.0,3.5,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
300,21,42,25,5.0,3.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
301,21,30,25,5.0,1.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
302,21,30,25,5.0,1.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
303,21,30,25,5.0,4.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
304,21,42,25,5.0,3.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
305,21,30,25,5.0,3.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
306,21,36,25,5.0,2.5,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
307,21,36,25,5.0,3.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
308,21,42,25,5.0,0.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
309,21,42,25,5.0,1.5,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
310,21,42,25,5.0,1.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
311,21,42,25,5.0,4.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
312,21,36,25,5.0,1.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
313,21,36,25,5.0,3.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
314,21,42,25,5.0,3.5,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
315,21,36,25,5.0,3.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
316,21,36,25,5.0,1.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
317,21,42,25,5.0,0.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
318,21,36,25,5.0,0.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
319,21,42,25,5.0,3.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
320,21,42,25,5.0,1.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
321,21,42,25,5.0,2.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
322,21,36,25,5.0,0.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
323,21,42,25,5.0,2.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
324,21,42,25,5.0,3.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
325,21,42,25,5.0,1.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
326,21,42,25,5.0,3.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
327,21,30,25,5.0,0.5,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
328,21,36,25,5.0,4.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
329,21,30,25,5.0,2.0,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
330,21,30,25,5.0,3.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
331,21,42,25,5.0,2.0,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
332,21,42,25,5.0,1.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
333,21,36,25,5.0,3.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
334,21,42,25,5.0,2.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
335,21,42,25,5.0,3.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
336,21,36,25,5.0,1.0,17.5,87.5,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
337,21,36,25,5.0,3.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
338,21,36,25,5.0,2.0,17.5,90.0,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
339,21,36,25,5.0,3.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
340,21,42,25,5.0,0.5,17.5,90.0,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
341,21,42,25,5.0,2.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
342,21,42,25,5.0,2.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
343,21,36,25,5.0,0.5,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
344,21,30,25,5.0,2.0,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
345,21,36,25,5.0,1.0,17.5,87.5,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
346,21,30,25,5.0,2.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
347,21,24,25,5.0,2.5,17.5,90.0,False,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,235,6,2.6,263,0,0.0,2776.259240937,0.0,0.0,0.0
348,21,30,25,5.0,4.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
349,21,42,25,5.0,3.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
350,21,42,25,5.0,0.5,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
351,21,42,25,5.0,4.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
352,21,36,25,5.0,2.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
353,21,36,25,5.0,1.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
354,21,36,25,5.0,2.0,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
355,21,36,25,5.0,2.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
356,21,36,25,5.0,1.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
357,21,36,25,5.0,3.5,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
358,21,42,25,5.0,1.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
359,21,36,25,5.0,4.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
360,21,36,25,5.0,3.5,17.5,90.0,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
361,21,42,25,5.0,3.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
362,21,42,25,5.0,2.5,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
363,21,30,25,5.0,3.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
364,21,42,25,5.0,2.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
365,21,36,25,5.0,4.0,17.5,90.0,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
366,21,36,25,5.0,3.0,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
367,21,36,25,5.0,1.0,17.5,87.5,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
368,21,42,25,5.0,1.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
369,21,36,25,5.0,1.5,17.5,90.0,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
370,21,42,25,5.0,1.0,17.5,87.5,False,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
371,21,30,25,5.0,1.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,259,0,0.0,2776.259240937,0.0,0.0,0.0
372,21,36,25,5.0,3.0,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
373,21,36,25,5.0,4.0,17.5,90.0,True,True,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
374,21,42,25,5.0,2.0,17.5,87.5,True,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
375,21,42,25,5.0,3.5,17.5,90.0,True,False,True,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
376,21,42,25,5.0,3.5,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
377,21,42,25,5.0,1.5,17.5,87.5,False,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
378,21,36,25,5.0,3.0,17.5,87.5,True,False,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,231,6,2.6,254,0,0.0,2776.259240937,0.0,0.0,0.0
379,21,42,25,5.0,1.0,17.5,87.5,False,True,False,177.9316,2779.32,0.0,0.05372133,18614.58,2,2,0,2,88.9658,21.74,229,6,2.6,253,0,0.0,2776.259240937,0.0,0.0,0.0
