rank,floor_pct,factor_caida,factor_subida,portfolio_final,pnl_pct,btc_acumulado,btc_value,btc_ratio,bear_score,usdt_final,min_usdt,sobrevivio,total_compras,total_ventas,precio_prom_final
49,10,4.5,0.5,1160.34,16.034,0.0,0.0,0.0,0.0,1160.34,298.15,True,158,727,0.0
50,10,4.5,1.0,1421.68,42.168,0.0,0.0,0.0,0.0,1421.68,39.65,True,205,684,0.0
51,10,4.5,1.5,1333.65,33.365,0.0,0.0,0.0,0.0,1333.65,4.02,True,221,659,0.0
52,10,4.5,2.0,1337.43,33.743,0.0,0.0,0.0,0.0,1337.43,1.31,True,224,647,0.0
53,10,4.5,2.5,1365.14,36.514,0.0,0.0,0.0,0.0,1365.14,0.83,False,232,639,0.0
54,10,4.5,3.0,1457.4,45.74,0.0,0.0,0.0,0.0,1457.4,0.71,False,233,636,0.0
55,10,5.0,0.5,1122.18,12.218,0.0,0.0,0.0,0.0,1122.18,436.64,True,154,729,0.0
56,10,5.0,1.0,1406.86,40.686,0.0,0.0,0.0,0.0,1406.86,165.26,True,190,703,0.0
57,10,5.0,1.5,1329.43,32.943,0.0,0.0,0.0,0.0,1329.43,27.25,True,206,673,0.0
58,10,5.0,2.0,1371.42,37.142,0.0,0.0,0.0,0.0,1371.42,8.92,True,217,663,0.0
59,10,5.0,2.5,1392.74,39.274,0.0,0.0,0.0,0.0,1392.74,6.21,True,218,657,0.0
60,10,5.0,3.0,1460.24,46.024,0.0,0.0,0.0,0.0,1460.24,5.35,True,220,650,0.0
61,15,0.5,0.5,1826.5,82.65,0.0,0.0,0.0,0.0,1826.5,0.0,False,448,360,0.0
62,15,0.5,1.0,1946.02,94.602,-0.0,-0.0,-0.0,-0.0,1946.02,0.0,False,458,355,0.0
63,15,0.5,1.5,2154.18,115.418,0.0,0.0,0.0,0.0,2154.18,0.0,False,465,349,0.0
64,15,0.5,2.0,2415.62,141.562,0.0,0.0,0.0,0.0,2415.62,0.0,False,477,328,0.0
65,15,0.5,2.5,2576.77,157.677,0.0,0.0,0.0,0.0,2576.77,0.0,False,479,320,0.0
66,15,0.5,3.0,2725.0,172.5,0.0,0.0,0.0,0.0,2725.0,0.0,False,483,317,0.0
67,15,1.0,0.5,1389.8,38.98,0.0,0.0,0.0,0.0,1389.8,0.0,False,432,404,0.0
68,15,1.0,1.0,1455.25,45.525,0.0,0.0,0.0,0.0,1455.25,0.0,False,442,371,0.0
69,15,1.0,1.5,1574.1,57.41,0.0,0.0,0.0,0.0,1574.1,0.0,False,449,370,0.0
70,15,1.0,2.0,1688.65,68.865,0.0,0.0,0.0,0.0,1688.65,0.0,False,450,368,0.0
71,15,1.0,2.5,1804.09,80.409,0.0,0.0,0.0,0.0,1804.09,0.0,False,453,365,0.0
72,15,1.0,3.0,1975.71,97.571,0.0,0.0,0.0,0.0,1975.71,0.0,False,460,357,0.0
73,15,1.5,0.5,1398.44,39.844,0.0,0.0,0.0,0.0,1398.44,0.0,False,363,481,0.0
74,15,1.5,1.0,1277.73,27.773,0.0,0.0,0.0,0.0,1277.73,0.0,False,432,398,0.0
75,15,1.5,1.5,1302.05,30.205,0.0,0.0,0.0,0.0,1302.05,0.0,False,436,384,0.0
76,15,1.5,2.0,1396.81,39.681,0.0,0.0,0.0,0.0,1396.81,0.0,False,439,383,0.0
77,15,1.5,2.5,1485.95,48.595,0.0,0.0,0.0,0.0,1485.95,0.0,False,439,383,0.0
78,15,1.5,3.0,1573.31,57.331,0.0,0.0,0.0,0.0,1573.31,0.0,False,443,381,0.0
79,15,2.0,0.5,1253.68,25.368,0.0,0.0,0.0,0.0,1253.68,0.0,False,345,509,0.0
80,15,2.0,1.0,1323.24,32.324,0.0,0.0,0.0,0.0,1323.24,0.0,False,368,482,0.0
81,15,2.0,1.5,1292.21,29.221,0.0,0.0,0.0,0.0,1292.21,0.0,False,394,442,0.0
82,15,2.0,2.0,1319.29,31.929,0.0,0.0,0.0,0.0,1319.29,0.0,False,409,433,0.0
83,15,2.0,2.5,1376.15,37.615,0.0,0.0,0.0,0.0,1376.15,0.0,False,424,424,0.0
84,15,2.0,3.0,1429.39,42.939,0.0,0.0,0.0,0.0,1429.39,0.0,False,426,421,0.0
85,15,2.5,0.5,1257.39,25.739,0.0,0.0,0.0,0.0,1257.39,0.0,False,270,594,0.0
86,15,2.5,1.0,1333.49,33.349,0.0,0.0,0.0,0.0,1333.49,0.0,False,350,502,0.0
87,15,2.5,1.5,1339.72,33.972,0.0,0.0,0.0,0.0,1339.72,0.0,False,368,481,0.0
88,15,2.5,2.0,1336.07,33.607,0.0,0.0,0.0,0.0,1336.07,0.0,False,373,470,0.0
89,15,2.5,2.5,1328.83,32.883,0.0,0.0,0.0,0.0,1328.83,0.0,False,383,461,0.0
90,15,2.5,3.0,1378.52,37.852,0.0,0.0,0.0,0.0,1378.52,0.0,False,384,456,0.0
91,15,3.0,0.5,1210.91,21.091,0.0,0.0,0.0,0.0,1210.91,0.0,False,255,613,0.0
92,15,3.0,1.0,1383.61,38.361,0.0,0.0,0.0,0.0,1383.61,0.0,False,292,589,0.0
93,15,3.0,1.5,1390.16,39.016,0.0,0.0,0.0,0.0,1390.16,0.0,False,338,522,0.0
94,15,3.0,2.0,1376.07,37.607,0.0,0.0,0.0,0.0,1376.07,0.0,False,362,488,0.0
95,15,3.0,2.5,1385.89,38.589,0.0,0.0,0.0,0.0,1385.89,0.0,False,363,481,0.0
96,15,3.0,3.0,1393.42,39.342,0.0,0.0,0.0,0.0,1393.42,0.0,False,363,480,0.0
97,15,3.5,0.5,1364.93,36.493,0.0,0.0,0.0,0.0,1364.93,1.42,True,190,710,0.0
98,15,3.5,1.0,1206.42,20.642,0.0,0.0,0.0,0.0,1206.42,0.0,False,264,601,0.0
99,15,3.5,1.5,1422.2,42.22,0.0,0.0,0.0,0.0,1422.2,0.0,False,292,585,0.0
100,15,3.5,2.0,1431.54,43.154,0.0,0.0,0.0,0.0,1431.54,0.0,False,318,546,0.0
101,15,3.5,2.5,1434.94,43.494,0.0,0.0,0.0,0.0,1434.94,0.0,False,339,520,0.0
102,15,3.5,3.0,1456.8,45.68,0.0,0.0,0.0,0.0,1456.8,0.0,False,349,506,0.0
103,15,4.0,0.5,1344.09,34.409,0.0,0.0,0.0,0.0,1344.09,6.11,True,179,715,131072.0
104,15,4.0,1.0,1268.15,26.815,0.0,0.0,0.0,0.0,1268.15,0.0,False,250,631,131072.0
105,15,4.0,1.5,1216.73,21.673,0.0,0.0,0.0,0.0,1216.73,0.0,False,265,602,0.0
106,15,4.0,2.0,1332.34,33.234,0.0,0.0,0.0,0.0,1332.34,0.0,False,270,592,131072.0
107,15,4.0,2.5,1476.8,47.68,0.0,0.0,0.0,0.0,1476.8,0.0,False,280,590,131072.0
108,15,4.0,3.0,1529.95,52.995,0.0,0.0,0.0,0.0,1529.95,0.0,False,287,579,131072.0
109,15,4.5,0.5,1312.95,31.295,-0.0,-0.0,-0.0,-0.0,1312.95,21.63,True,162,723,0.0
110,15,4.5,1.0,1353.25,35.325,0.0,0.0,0.0,0.0,1353.25,0.08,False,222,665,0.0
111,15,4.5,1.5,1261.51,26.151,0.0,0.0,0.0,0.0,1261.51,0.0,False,249,633,0.0
112,15,4.5,2.0,1260.21,26.021,0.0,0.0,0.0,0.0,1260.21,0.0,False,257,615,0.0
113,15,4.5,2.5,1359.19,35.919,-0.0,-0.0,-0.0,-0.0,1359.19,0.0,False,258,606,0.0
114,15,4.5,3.0,1487.8,48.78,0.0,0.0,0.0,0.0,1487.8,0.0,False,263,599,0.0
115,15,5.0,0.5,1270.13,27.013,0.0,0.0,0.0,0.0,1270.13,82.86,True,160,726,0.0
116,15,5.0,1.0,1376.87,37.687,0.0,0.0,0.0,0.0,1376.87,0.85,False,210,680,0.0
117,15,5.0,1.5,1331.96,33.196,0.0,0.0,0.0,0.0,1331.96,0.0,False,230,650,0.0
118,15,5.0,2.0,1299.96,29.996,0.0,0.0,0.0,0.0,1299.96,0.0,False,232,641,0.0
119,15,5.0,2.5,1347.79,34.779,0.0,0.0,0.0,0.0,1347.79,0.0,False,239,636,0.0
120,15,5.0,3.0,1465.83,46.583,0.0,0.0,0.0,0.0,1465.83,0.0,False,244,631,0.0
121,20,0.5,0.5,1875.9,87.59,0.0,0.0,0.0,0.0,1875.9,0.0,False,448,360,0.0
122,20,0.5,1.0,1985.65,98.565,0.0,0.0,0.0,0.0,1985.65,0.0,False,458,352,0.0
123,20,0.5,1.5,2221.27,122.127,0.0,0.0,0.0,0.0,2221.27,0.0,False,466,347,0.0
124,20,0.5,2.0,2460.99,146.099,0.0,0.0,0.0,0.0,2460.99,0.0,False,477,321,0.0
125,20,0.5,2.5,2620.48,162.048,0.0,0.0,0.0,0.0,2620.48,0.0,False,479,318,0.0
126,20,0.5,3.0,2851.15,185.115,0.0,0.0,0.0,0.0,2851.15,0.0,False,487,316,0.0
127,20,1.0,0.5,1382.22,38.222,0.0,0.0,0.0,0.0,1382.22,0.0,False,435,384,0.0
128,20,1.0,1.0,1502.41,50.241,0.0,0.0,0.0,0.0,1502.41,0.0,False,442,371,0.0
129,20,1.0,1.5,1625.01,62.501,0.0,0.0,0.0,0.0,1625.01,0.0,False,449,367,0.0
130,20,1.0,2.0,1745.57,74.557,0.0,0.0,0.0,0.0,1745.57,0.0,False,451,366,0.0
131,20,1.0,2.5,1865.87,86.587,0.0,0.0,0.0,0.0,1865.87,0.0,False,453,363,0.0
132,20,1.0,3.0,2044.79,104.479,0.0,0.0,0.0,0.0,2044.79,0.0,False,460,357,0.0
133,20,1.5,0.5,1423.09,42.309,0.0,0.0,0.0,0.0,1423.09,0.0,False,365,476,0.0
134,20,1.5,1.0,1265.9,26.59,0.0,0.0,0.0,0.0,1265.9,0.0,False,433,389,0.0
135,20,1.5,1.5,1342.29,34.229,0.0,0.0,0.0,0.0,1342.29,0.0,False,437,381,0.0
136,20,1.5,2.0,1446.2,44.62,0.0,0.0,0.0,0.0,1446.2,0.0,False,439,379,0.0
137,20,1.5,2.5,1544.09,54.409,0.0,0.0,0.0,0.0,1544.09,0.0,False,441,378,0.0
138,20,1.5,3.0,1627.0,62.7,0.0,0.0,0.0,0.0,1627.0,0.0,False,444,378,0.0
139,20,2.0,0.5,1276.16,27.616,0.0,0.0,0.0,0.0,1276.16,0.0,False,346,499,0.0
140,20,2.0,1.0,1342.68,34.268,0.0,0.0,0.0,0.0,1342.68,0.0,False,374,474,0.0
141,20,2.0,1.5,1286.98,28.698,-0.0,-0.0,-0.0,-0.0,1286.98,0.0,False,412,428,0.0
142,20,2.0,2.0,1328.93,32.893,-0.0,-0.0,-0.0,-0.0,1328.93,0.0,False,427,404,0.0
143,20,2.0,2.5,1388.7,38.87,0.0,0.0,0.0,0.0,1388.7,0.0,False,429,397,0.0
144,20,2.0,3.0,1454.51,45.451,0.0,0.0,0.0,0.0,1454.51,0.0,False,430,396,0.0
145,20,2.5,0.5,1255.54,25.554,0.0,0.0,0.0,0.0,1255.54,0.0,False,317,550,0.0
146,20,2.5,1.0,1331.15,33.115,0.0,0.0,0.0,0.0,1331.15,0.0,False,364,484,0.0
147,20,2.5,1.5,1348.17,34.817,0.0,0.0,0.0,0.0,1348.17,0.0,False,373,472,0.0
148,20,2.5,2.0,1299.45,29.945,0.0,0.0,0.0,0.0,1299.45,0.0,False,384,454,0.0
149,20,2.5,2.5,1349.31,34.931,0.0,0.0,0.0,0.0,1349.31,0.0,False,390,446,0.0
150,20,2.5,3.0,1403.55,40.355,0.0,0.0,0.0,0.0,1403.55,0.0,False,394,444,131072.0
151,20,3.0,0.5,1268.1,26.81,0.0,0.0,0.0,0.0,1268.1,0.0,False,270,599,0.0
152,20,3.0,1.0,1339.18,33.918,0.0,0.0,0.0,0.0,1339.18,0.0,False,333,526,0.0
153,20,3.0,1.5,1354.73,35.473,0.0,0.0,0.0,0.0,1354.73,0.0,False,359,484,0.0
154,20,3.0,2.0,1370.43,37.043,0.0,0.0,0.0,0.0,1370.43,0.0,False,363,481,0.0
155,20,3.0,2.5,1348.71,34.871,0.0,0.0,0.0,0.0,1348.71,0.0,False,370,473,131072.0
156,20,3.0,3.0,1374.95,37.495,0.0,0.0,0.0,0.0,1374.95,0.0,False,374,469,0.0
157,20,3.5,0.5,1209.28,20.928,0.0,0.0,0.0,0.0,1209.28,0.0,False,260,609,0.0
158,20,3.5,1.0,1358.52,35.852,0.0,0.0,0.0,0.0,1358.52,0.0,False,299,579,0.0
159,20,3.5,1.5,1347.5,34.75,0.0,0.0,0.0,0.0,1347.5,0.0,False,337,519,0.0
160,20,3.5,2.0,1382.4,38.24,0.0,0.0,0.0,0.0,1382.4,0.0,False,356,500,0.0
161,20,3.5,2.5,1391.67,39.167,0.0,0.0,0.0,0.0,1391.67,0.0,False,360,489,0.0
162,20,3.5,3.0,1397.63,39.763,0.0,0.0,0.0,0.0,1397.63,0.0,False,360,489,0.0
163,20,4.0,0.5,1359.09,35.909,0.0,0.0,0.0,0.0,1359.09,0.0,False,239,638,0.0
164,20,4.0,1.0,1281.24,28.124,0.0,0.0,0.0,0.0,1281.24,0.0,False,270,602,0.0
165,20,4.0,1.5,1415.57,41.557,0.0,0.0,0.0,0.0,1415.57,0.0,False,304,565,0.0
166,20,4.0,2.0,1398.84,39.884,0.0,0.0,0.0,0.0,1398.84,0.0,False,327,538,0.0
167,20,4.0,2.5,1422.23,42.223,-0.0,-0.0,-0.0,-0.0,1422.23,0.0,False,339,517,0.0
168,20,4.0,3.0,1445.9,44.59,0.0,0.0,0.0,0.0,1445.9,0.0,False,348,505,0.0
169,20,4.5,0.5,1389.25,38.925,0.0,0.0,0.0,0.0,1389.25,0.1,False,186,710,0.0
170,20,4.5,1.0,1206.23,20.623,-0.0,-0.0,-0.0,-0.0,1206.23,0.0,False,262,608,0.0
171,20,4.5,1.5,1384.35,38.435,0.0,0.0,0.0,0.0,1384.35,0.0,False,274,601,0.0
172,20,4.5,2.0,1448.54,44.854,0.0,0.0,0.0,0.0,1448.54,0.0,False,291,587,0.0
173,20,4.5,2.5,1462.2,46.22,-0.0,-0.0,-0.0,-0.0,1462.2,0.0,False,303,563,0.0
174,20,4.5,3.0,1493.46,49.346,0.0,0.0,0.0,0.0,1493.46,0.0,False,313,550,0.0
175,20,5.0,0.5,1450.08,45.008,0.0,0.0,0.0,0.0,1450.08,0.4,False,178,716,0.0
176,20,5.0,1.0,1246.94,24.694,0.0,0.0,0.0,0.0,1246.94,0.0,False,253,629,0.0
177,20,5.0,1.5,1212.17,21.217,0.0,0.0,0.0,0.0,1212.17,0.0,False,262,610,0.0
178,20,5.0,2.0,1303.95,30.395,0.0,0.0,0.0,0.0,1303.95,0.0,False,263,601,0.0
179,20,5.0,2.5,1434.38,43.438,0.0,0.0,0.0,0.0,1434.38,0.0,False,266,598,0.0
180,20,5.0,3.0,1534.45,53.445,0.0,0.0,0.0,0.0,1534.45,0.0,False,275,595,0.0
181,25,0.5,0.5,1919.82,91.982,0.0,0.0,0.0,0.0,1919.82,0.0,False,270,358,0.0
182,25,0.5,1.0,2022.56,102.256,0.0,0.0,0.0,0.0,2022.56,0.0,False,281,351,0.0
183,25,0.5,1.5,2268.24,126.824,0.0,0.0,0.0,0.0,2268.24,0.0,False,288,346,0.0
184,25,0.5,2.0,2501.98,150.198,0.0,0.0,0.0,0.0,2501.98,0.0,False,299,318,0.0
185,25,0.5,2.5,2658.98,165.898,0.0,0.0,0.0,0.0,2658.98,0.0,False,301,315,0.0
186,25,0.5,3.0,2865.29,186.529,0.0,0.0,0.0,0.0,2865.29,0.0,False,310,312,0.0
187,25,1.0,0.5,1403.59,40.359,0.0,0.0,0.0,0.0,1403.59,0.0,False,264,378,0.0
188,25,1.0,1.0,1553.21,55.321,0.0,0.0,0.0,0.0,1553.21,0.0,False,266,368,0.0
189,25,1.0,1.5,1676.51,67.651,0.0,0.0,0.0,0.0,1676.51,0.0,False,272,366,0.0
190,25,1.0,2.0,1800.11,80.011,0.0,0.0,0.0,0.0,1800.11,0.0,False,273,365,0.0
191,25,1.0,2.5,1932.62,93.262,0.0,0.0,0.0,0.0,1932.62,0.0,False,278,361,0.0
192,25,1.0,3.0,2112.63,111.263,0.0,0.0,0.0,0.0,2112.63,0.0,False,285,352,0.0
193,25,1.5,0.5,1429.25,42.925,-0.0,-0.0,-0.0,-0.0,1429.25,0.0,False,240,473,0.0
194,25,1.5,1.0,1288.01,28.801,0.0,0.0,0.0,0.0,1288.01,-0.0,False,261,383,0.0
195,25,1.5,1.5,1396.86,39.686,0.0,0.0,0.0,0.0,1396.86,0.0,False,263,377,131072.0
196,25,1.5,2.0,1505.7,50.57,0.0,0.0,0.0,0.0,1505.7,0.0,False,268,377,0.0
197,25,1.5,2.5,1596.07,59.607,-0.0,-0.0,-0.0,-0.0,1596.07,0.0,False,269,376,0.0
198,25,1.5,3.0,1677.45,67.745,0.0,0.0,0.0,0.0,1677.45,0.0,False,271,377,0.0
199,25,2.0,0.5,1364.77,36.477,0.0,0.0,0.0,0.0,1364.77,0.0,False,227,491,0.0
200,25,2.0,1.0,1336.12,33.612,0.0,0.0,0.0,0.0,1336.12,0.0,False,251,439,0.0
201,25,2.0,1.5,1284.0,28.4,0.0,0.0,0.0,0.0,1284.0,0.0,False,274,396,0.0
202,25,2.0,2.0,1339.23,33.923,0.0,0.0,0.0,0.0,1339.23,0.0,False,276,392,0.0
203,25,2.0,2.5,1418.09,41.809,0.0,0.0,0.0,0.0,1418.09,0.0,False,279,391,0.0
204,25,2.0,3.0,1489.35,48.935,0.0,0.0,0.0,0.0,1489.35,0.0,False,278,392,0.0
205,25,2.5,0.5,1245.01,24.501,0.0,0.0,0.0,0.0,1245.01,0.0,False,211,501,0.0
206,25,2.5,1.0,1347.85,34.785,0.0,0.0,0.0,0.0,1347.85,0.0,False,232,482,0.0
207,25,2.5,1.5,1304.79,30.479,0.0,0.0,0.0,0.0,1304.79,0.0,False,247,458,0.0
208,25,2.5,2.0,1327.04,32.704,0.0,0.0,0.0,0.0,1327.04,0.0,False,255,440,0.0
209,25,2.5,2.5,1368.73,36.873,0.0,0.0,0.0,0.0,1368.73,0.0,False,263,433,131072.0
210,25,2.5,3.0,1417.49,41.749,0.0,0.0,0.0,0.0,1417.49,0.0,False,272,430,0.0
211,25,3.0,0.5,1252.62,25.262,0.0,0.0,0.0,0.0,1252.62,0.0,False,276,527,0.0
212,25,3.0,1.0,1282.43,28.243,0.0,0.0,0.0,0.0,1282.43,0.0,False,216,492,0.0
213,25,3.0,1.5,1373.45,37.345,0.0,0.0,0.0,0.0,1373.45,0.0,False,232,483,0.0
214,25,3.0,2.0,1342.64,34.264,-0.0,-0.0,-0.0,-0.0,1342.64,0.0,False,237,470,0.0
215,25,3.0,2.5,1336.42,33.642,0.0,0.0,0.0,0.0,1336.42,0.0,False,240,460,0.0
216,25,3.0,3.0,1391.59,39.159,0.0,0.0,0.0,0.0,1391.59,0.0,False,238,456,131072.0
217,25,3.5,0.5,1296.66,29.666,0.0,0.0,0.0,0.0,1296.66,0.0,False,227,601,0.0
218,25,3.5,1.0,1301.23,30.123,-0.0,-0.0,-0.0,-0.0,1301.23,0.0,False,284,516,0.0
219,25,3.5,1.5,1350.17,35.017,0.0,0.0,0.0,0.0,1350.17,0.0,False,218,494,0.0
220,25,3.5,2.0,1384.61,38.461,0.0,0.0,0.0,0.0,1384.61,0.0,False,226,490,0.0
221,25,3.5,2.5,1370.2,37.02,-0.0,-0.0,-0.0,-0.0,1370.2,0.0,False,230,486,0.0
222,25,3.5,3.0,1382.17,38.217,0.0,0.0,0.0,0.0,1382.17,0.0,False,228,479,0.0
223,25,4.0,0.5,1253.13,25.313,0.0,0.0,0.0,0.0,1253.13,0.0,False,211,607,0.0
224,25,4.0,1.0,1367.6,36.76,0.0,0.0,0.0,0.0,1367.6,0.0,False,268,550,0.0
225,25,4.0,1.5,1323.36,32.336,0.0,0.0,0.0,0.0,1323.36,0.0,False,289,511,0.0
226,25,4.0,2.0,1378.87,37.887,0.0,0.0,0.0,0.0,1378.87,0.0,False,292,500,0.0
227,25,4.0,2.5,1396.19,39.619,0.0,0.0,0.0,0.0,1396.19,0.0,False,219,491,0.0
228,25,4.0,3.0,1399.14,39.914,0.0,0.0,0.0,0.0,1399.14,0.0,False,222,490,0.0
229,25,4.5,0.5,1214.56,21.456,0.0,0.0,0.0,0.0,1214.56,0.0,False,204,613,0.0
230,25,4.5,1.0,1360.86,36.086,0.0,0.0,0.0,0.0,1360.86,0.0,False,244,591,0.0
231,25,4.5,1.5,1357.88,35.788,0.0,0.0,0.0,0.0,1357.88,-0.0,False,274,544,0.0
232,25,4.5,2.0,1370.47,37.047,0.0,0.0,0.0,0.0,1370.47,-0.0,False,282,518,0.0
233,25,4.5,2.5,1408.07,40.807,0.0,0.0,0.0,0.0,1408.07,0.0,False,289,509,0.0
234,25,4.5,3.0,1427.2,42.72,0.0,0.0,0.0,0.0,1427.2,0.0,False,256,498,0.0
235,25,5.0,0.5,1148.1,14.81,0.0,0.0,0.0,0.0,1148.1,0.0,False,215,616,0.0
236,25,5.0,1.0,1356.53,35.653,0.0,0.0,0.0,0.0,1356.53,0.0,False,224,607,0.0
237,25,5.0,1.5,1401.6,40.16,0.0,0.0,0.0,0.0,1401.6,0.0,False,256,568,0.0
238,25,5.0,2.0,1391.63,39.163,0.0,0.0,0.0,0.0,1391.63,0.0,False,271,551,131072.0
239,25,5.0,2.5,1421.72,42.172,-0.0,-0.0,-0.0,-0.0,1421.72,0.0,False,270,532,0.0
240,25,5.0,3.0,1452.99,45.299,0.0,0.0,0.0,0.0,1452.99,-0.0,False,279,520,0.0
