rank,rsi_length,N,pnl_pct,portfolio_final,total_trades,total_compras,total_ventas,max_racha_compras,max_racha_ventas,avg_racha_compras,avg_racha_ventas,positions_count_final,usdt_balance_final,btc_balance_final,btc_en_posiciones
265,8,23,0.2538,1002.538,252,149,103,32,31,5.73,4.12,46,12.9327,0.0,0.06237081
266,21,5,0.0782,1000.7822,151,75,76,20,29,4.17,4.47,-1,61.0097,0.0,0.05923006
267,8,22,0.002,1000.0204,254,148,106,32,31,5.48,4.08,42,12.8196,0.0,0.06221927
268,19,11,-0.1893,998.1072,169,102,67,26,18,6.0,4.19,35,30.6048,0.0,0.06097776
269,18,11,-0.322,996.7803,175,104,71,26,19,5.2,3.74,33,30.3491,0.0,0.06091024
270,6,21,-0.6574,993.4265,260,146,114,32,46,5.41,4.38,32,5.1879,0.0,0.06228468
271,16,7,-1.0001,989.9985,157,91,66,25,17,5.69,4.4,25,45.9219,0.0,0.05950133
272,8,14,-1.7041,982.9591,241,134,107,39,43,5.36,4.46,27,16.1345,0.0,0.06093504
273,17,7,-2.4022,975.9777,153,92,61,25,16,6.13,4.36,31,43.2302,0.0,0.0587873
274,19,16,-3.5941,964.0587,176,105,71,28,19,5.25,3.74,34,24.7236,0.0,0.05920249
275,8,12,-4.337,956.6304,236,135,101,39,42,5.19,4.04,34,8.4572,0.0,0.05975952
276,5,8,-5.0034,949.9661,266,147,119,34,57,6.12,5.17,28,2.1065,0.0,0.05973976
277,20,11,-5.8483,941.5168,162,101,61,25,19,5.61,3.59,40,22.7884,0.0,0.05790374
278,8,21,-6.313,936.8702,252,150,102,32,30,5.77,4.08,48,8.0965,0.0,0.05853685
279,18,16,-6.3363,936.6368,186,113,73,28,18,4.91,3.32,40,17.9755,0.0,0.0578995
280,6,22,-7.2617,927.3832,264,157,107,40,33,5.61,3.96,50,3.1728,0.0,0.05824924
281,21,11,-7.6256,923.7439,157,97,60,30,19,6.06,4.0,37,21.2884,0.0,0.05687812
282,6,16,-8.2421,917.5789,262,150,112,42,49,5.56,4.31,38,2.2521,0.0,0.05768934
283,6,15,-9.1675,908.3245,258,146,112,42,49,5.84,4.67,34,3.506,0.0,0.05702705
284,6,13,-9.9144,900.8563,265,153,112,42,50,5.88,4.48,41,3.6347,0.0,0.05654825
285,6,23,-10.3731,896.2689,263,161,102,40,33,6.19,4.08,59,2.443,0.0,0.05633423
286,5,5,-11.1042,888.9585,211,127,84,31,32,6.68,4.67,43,1.6159,0.0,0.05592561
287,9,18,-11.3404,886.5957,238,139,99,39,41,5.79,4.3,40,4.89,0.0,0.05557034
288,15,18,-15.0202,849.7983,197,124,73,34,18,6.2,3.84,51,4.474,0.0,0.05327737
289,8,17,-16.0142,839.8584,248,146,102,40,32,5.62,4.08,44,2.4426,0.0,0.05277893
290,11,18,-16.1425,838.5751,223,133,90,37,28,6.33,4.5,43,2.3678,0.0,0.05270276
291,19,7,-16.2335,837.6649,140,92,48,30,16,7.08,4.0,44,12.6783,0.0,0.05199557
292,8,19,-16.3397,836.6034,242,144,98,40,42,6.26,4.45,46,2.733,0.0,0.05255548
293,10,18,-16.7031,832.9687,233,137,96,39,41,6.85,5.05,41,2.3735,0.0,0.05234905
294,18,7,-16.7476,832.5244,143,95,48,30,16,6.79,3.69,47,10.8942,0.0,0.05178403
295,17,18,-16.7598,832.4018,189,123,66,33,17,6.15,3.47,57,5.68,0.0,0.05210493
296,16,18,-17.0112,829.8884,194,124,70,34,18,6.2,3.68,54,5.4732,0.0,0.05195955
297,5,11,-17.7961,822.039,285,168,117,48,58,6.72,4.88,51,0.7233,0.0,0.0517642
298,6,14,-17.9929,820.0706,264,156,108,42,51,6.5,4.7,48,1.1941,0.0,0.05161047
299,6,12,-18.6032,813.9682,262,156,106,43,50,6.24,4.42,50,1.1597,0.0,0.05122803
300,14,18,-19.5682,804.3185,202,128,74,35,20,6.74,4.11,54,1.9407,0.0,0.05057062
301,5,15,-19.7497,802.503,288,168,120,49,57,6.46,4.8,48,0.3947,0.0,0.05055364
302,5,16,-20.5587,794.4129,286,165,121,49,57,6.6,5.04,44,0.2224,0.0,0.05005461
303,5,6,-20.7264,792.736,237,145,92,37,51,7.63,5.11,53,0.3651,0.0,0.04993993
304,20,7,-20.7468,792.5321,140,93,47,29,16,7.15,3.92,46,4.7402,0.0,0.04965133
305,21,7,-20.8047,791.9533,137,91,46,28,16,7.0,3.83,45,4.7239,0.0,0.04961589
306,5,17,-21.0555,789.4445,287,167,120,49,56,6.68,5.0,47,0.1732,0.0,0.04974457
307,19,17,-21.4062,785.938,178,115,63,33,16,6.39,3.71,52,0.2454,0.0,0.04951903
308,18,17,-21.4912,785.0879,186,121,65,34,17,6.37,3.61,56,0.1484,0.0,0.04947156
309,19,18,-21.7484,782.5158,176,114,62,32,16,6.33,3.65,52,0.5854,0.0,0.04928191
310,18,18,-22.0533,779.4668,182,120,62,33,17,6.67,3.65,58,0.1181,0.0,0.04911919
311,5,19,-22.8313,771.6875,270,159,111,46,52,7.57,5.55,48,0.0002,0.0,0.04863632
312,5,13,-23.4138,765.8621,284,167,117,49,58,6.96,5.09,50,0.0002,0.0,0.04826918
313,6,19,-24.1204,758.7955,260,158,102,42,47,6.87,4.64,56,0.0004,0.0,0.04782379
314,5,10,-25.7572,742.4282,280,172,108,47,42,6.88,4.5,64,0.0,0.0,0.04679224
315,5,9,-26.6078,733.9225,275,169,106,45,43,7.35,4.82,63,0.0,0.0,0.04625616
316,8,18,-26.7021,732.9792,241,150,91,48,31,7.14,4.55,59,0.0003,0.0,0.04619669
317,5,14,-27.5542,724.4581,284,170,114,56,59,7.39,5.18,56,0.0,0.0,0.04565966
318,5,12,-27.7025,722.9749,282,171,111,57,58,7.43,5.05,60,0.0,0.0,0.04556618
319,6,17,-27.8954,721.046,257,159,98,52,48,7.57,4.9,61,0.0,0.0,0.04544461
320,6,7,-28.6032,713.9681,216,140,76,47,44,8.75,5.07,64,0.0002,0.0,0.04499851
321,5,18,-28.6738,713.2623,266,160,106,57,52,8.42,5.89,54,0.0,0.0,0.04495403
322,6,18,-29.4886,705.1137,251,159,92,53,46,7.95,4.84,67,0.0,0.0,0.04444046
323,5,7,-30.2497,697.5029,237,149,88,51,51,9.31,5.87,61,0.0,0.0,0.04396078
