rank,rsi_length,N,pnl_pct,portfolio_final,total_trades,total_compras,total_ventas,max_racha_compras,max_racha_ventas,avg_racha_compras,avg_racha_ventas,positions_count_final,usdt_balance_final,btc_balance_final,btc_en_posiciones
21,7,12,21.0236,1210.2362,260,124,136,30,46,4.0,4.53,-12,24.698,0.0,0.07471968
22,9,20,20.8625,1208.6248,250,120,130,31,41,4.44,5.0,-10,82.7993,0.0,0.07095622
23,7,19,20.7849,1207.8494,262,126,136,31,45,4.2,4.69,-10,47.0433,0.0,0.07316091
24,7,17,20.5855,1205.8548,266,129,137,31,45,4.03,4.42,-8,26.0559,0.0,0.07435795
25,10,16,20.5484,1205.4837,240,113,127,30,42,4.35,5.08,-14,42.7815,0.0,0.07328041
26,12,20,20.5397,1205.3966,228,109,119,29,23,4.54,5.17,-10,61.1375,0.0,0.07211802
27,9,16,20.5332,1205.3317,246,116,130,30,44,4.14,4.81,-14,43.0632,0.0,0.07325308
28,12,22,20.5049,1205.0485,237,122,115,30,24,4.69,4.6,7,46.6126,0.0,0.07301153
29,14,15,20.4398,1204.3983,212,104,108,28,21,4.16,4.5,-4,89.599,0.0,0.07026129
30,12,14,20.4006,1204.006,216,106,110,29,22,4.24,4.58,-4,83.8173,0.0,0.07060095
31,12,23,20.3661,1203.6611,237,122,115,30,24,4.69,4.6,7,46.5639,0.0,0.07292715
32,13,20,20.3409,1203.4088,223,111,112,28,21,4.44,4.67,-1,60.8917,0.0,0.07200823
33,9,23,20.3324,1203.3236,263,138,125,31,31,4.76,4.46,13,36.3757,0.0,0.073548
34,13,15,20.3249,1203.2488,215,104,111,28,22,4.16,4.62,-7,89.0631,0.0,0.07022261
35,12,21,20.1469,1201.4693,230,115,115,29,23,4.79,5.0,0,47.3499,0.0,0.07273947
36,9,10,20.1123,1201.123,241,117,124,28,43,4.03,4.43,-7,24.7123,0.0,0.0741444
37,14,21,20.0098,1200.0981,222,117,105,28,21,4.68,4.38,12,46.6392,0.0,0.07269784
38,10,21,19.9895,1199.8946,253,126,127,31,30,4.67,4.88,-1,36.5749,0.0,0.07331933
39,13,21,19.9725,1199.7254,227,118,109,28,21,4.54,4.36,9,46.6247,0.0,0.07267527
40,11,20,19.9689,1199.6889,238,115,123,29,28,4.42,4.92,-8,51.7134,0.0,0.07235225
41,14,20,19.9189,1199.189,218,112,106,28,20,4.67,4.61,6,60.6552,0.0,0.07175718
42,12,10,19.7292,1197.2923,212,103,109,26,23,3.96,4.36,-6,30.2579,0.0,0.07355346
43,12,19,19.5906,1195.9063,229,114,115,29,23,4.38,4.6,-1,54.7294,0.0,0.07192376
44,9,9,19.5284,1195.2837,230,111,119,26,30,4.11,4.58,-8,34.9945,0.0,0.07312833
45,9,22,19.5129,1195.1285,262,134,128,31,31,4.62,4.57,6,36.1029,0.0,0.07304869
46,9,21,19.508,1195.0805,256,129,127,31,30,4.61,4.7,2,36.8526,0.0,0.07299842
47,11,21,19.5049,1195.0486,243,123,120,29,28,4.56,4.62,3,35.8717,0.0,0.07305823
48,10,23,19.4516,1194.5156,258,134,124,32,31,4.79,4.59,10,35.9092,0.0,0.07302227
49,17,21,19.4046,1194.0456,205,112,93,27,18,4.87,4.23,19,66.2175,0.0,0.07108244
50,17,20,19.4038,1194.0381,202,109,93,27,17,4.54,4.04,16,70.9079,0.0,0.07078635
51,16,21,19.3537,1193.5372,210,113,97,28,19,4.91,4.41,16,66.1889,0.0,0.0710522
52,16,20,19.3491,1193.4906,207,110,97,28,18,4.58,4.22,13,70.873,0.0,0.07075404
53,14,22,19.3356,1193.3563,224,121,103,29,21,4.84,4.29,18,46.1042,0.0,0.07230665
54,12,16,19.3328,1193.3276,227,111,116,30,24,4.44,4.83,-5,49.6585,0.0,0.07208084
55,13,22,19.2986,1192.9857,230,122,108,29,22,4.69,4.32,14,46.0899,0.0,0.0722842
56,16,15,19.2715,1192.7148,206,105,101,28,21,4.38,4.39,4,94.5171,0.0,0.06921495
57,17,15,19.2329,1192.3285,201,106,95,27,20,4.24,3.96,11,94.408,0.0,0.06919749
58,14,23,19.2279,1192.279,226,122,104,29,21,4.69,4.16,18,46.0634,0.0,0.07224133
59,9,11,19.1932,1191.9315,238,116,122,29,40,4.14,4.52,-6,40.3878,0.0,0.07257714
60,13,23,19.1687,1191.6873,230,122,108,29,22,4.69,4.32,14,46.0405,0.0,0.07220547
61,9,14,19.1373,1191.3734,240,115,125,30,42,4.26,4.81,-10,70.9319,0.0,0.0706169
62,12,8,19.033,1190.3295,184,87,97,19,30,4.35,5.11,-10,34.0162,0.0,0.07287775
63,10,14,18.9781,1189.7813,234,112,122,30,40,4.48,5.08,-10,70.4451,0.0,0.07054723
64,12,17,18.9593,1189.5928,231,113,118,30,23,4.35,4.72,-5,49.3773,0.0,0.07186317
65,19,21,18.9155,1189.1549,197,105,92,27,17,5.0,4.6,13,65.7314,0.0,0.07080483
66,10,22,18.8853,1188.8529,259,131,128,32,31,4.85,4.92,3,35.7328,0.0,0.07267649
67,11,14,18.8835,1188.8346,223,108,115,28,27,4.32,4.79,-7,69.9603,0.0,0.07051812
68,18,21,18.793,1187.9301,204,110,94,27,18,4.78,4.27,16,65.4579,0.0,0.07074488
69,15,21,18.7597,1187.5975,214,116,98,28,19,5.04,4.45,18,41.3482,0.0,0.07224345
70,17,22,18.7368,1187.3685,210,115,95,28,18,5.0,4.32,20,65.7242,0.0,0.0706927
71,10,13,18.7192,1187.1916,235,113,122,30,39,4.52,5.08,-9,38.6051,0.0,0.07239076
72,12,11,18.7159,1187.1594,209,104,105,27,20,4.52,4.77,-1,47.2273,0.0,0.07184531
73,11,22,18.6941,1186.9412,247,127,120,30,29,4.7,4.62,7,35.4593,0.0,0.07257324
74,8,15,18.6196,1186.1965,250,118,132,31,45,4.21,4.89,-14,73.673,0.0,0.07011785
75,15,15,18.61,1186.0997,207,105,102,28,21,4.2,4.25,3,62.9458,0.0,0.07078784
76,11,23,18.5802,1185.802,246,127,119,30,29,4.88,4.76,8,35.4239,0.0,0.07250368
77,9,13,18.5282,1185.282,240,112,128,30,41,4.15,4.92,-16,38.7992,0.0,0.07225817
78,12,6,18.5063,1185.0634,174,84,90,17,28,4.42,5.0,-6,59.6418,0.0,0.07093077
79,10,11,18.4666,1184.6659,230,113,117,29,26,4.04,4.33,-4,39.1346,0.0,0.0721982
80,11,8,18.4485,1184.4851,193,89,104,19,34,4.24,5.2,-15,29.8705,0.0,0.07277068
81,16,22,18.44,1184.4003,213,116,97,29,19,5.04,4.41,19,65.5271,0.0,0.07051804
82,10,10,18.3451,1183.4512,232,114,118,28,41,4.22,4.54,-4,19.9549,0.0,0.07333046
83,14,14,18.339,1183.3897,203,106,97,28,19,4.61,4.41,9,84.3019,0.0,0.06927106
84,12,13,18.3273,1183.2729,213,102,111,28,20,4.64,5.29,-9,48.7293,0.0,0.07150569
85,15,20,18.2585,1182.5854,211,110,101,28,20,4.78,4.59,9,50.9627,0.0,0.0713216
86,19,15,18.246,1182.4605,189,98,91,27,20,4.45,4.33,7,104.8457,0.0,0.0679177
87,18,15,18.2106,1182.1064,196,105,91,27,20,4.38,3.96,14,92.9312,0.0,0.0686463
88,9,12,18.1993,1181.9931,241,117,124,30,41,4.18,4.59,-7,39.8568,0.0,0.07198423
89,18,20,18.0653,1180.6525,200,106,94,27,19,4.61,4.27,12,67.1533,0.0,0.07017935
90,13,14,18.0639,1180.6387,208,105,103,28,20,4.38,4.48,2,83.5606,0.0,0.06914439
91,17,23,18.0284,1180.2839,211,116,95,28,18,4.83,4.13,21,65.3008,0.0,0.07027287
92,12,18,17.9864,1179.8639,229,114,115,29,23,4.56,4.79,-1,48.8826,0.0,0.07128118
93,16,23,17.9845,1179.8454,216,117,99,29,19,4.88,4.3,18,65.2759,0.0,0.0702468
94,20,21,17.969,1179.6896,190,98,92,25,17,5.44,5.41,6,65.1733,0.0,0.07024345
95,10,12,17.9447,1179.4466,233,114,119,30,27,4.22,4.58,-5,38.4971,0.0,0.07190943
96,15,22,17.9248,1179.2478,217,119,98,29,19,5.17,4.45,21,40.9602,0.0,0.07174166
97,20,22,17.7913,1177.9125,195,103,92,26,19,5.42,5.11,11,64.8586,0.0,0.07015128
98,8,9,17.7793,1177.7934,244,122,122,27,33,4.21,4.36,0,27.2143,0.0,0.07251634
99,20,15,17.7748,1177.7476,184,94,90,25,20,4.95,5.0,4,92.9209,0.0,0.06837224
100,9,6,17.7303,1177.3026,196,95,101,19,38,4.32,4.81,-6,42.8281,0.0,0.07150133
101,19,20,17.6761,1176.7611,194,101,93,27,18,5.05,4.89,8,72.8204,0.0,0.06957691
102,12,9,17.6381,1176.3814,202,100,102,24,21,4.35,4.64,-2,34.7503,0.0,0.07195239
103,20,20,17.6376,1176.3757,189,97,92,25,18,5.39,5.41,5,65.4758,0.0,0.07001552
104,15,23,17.5596,1175.596,220,120,100,29,19,5.0,4.35,20,40.8328,0.0,0.07151953
105,11,13,17.5278,1175.2782,221,105,116,28,35,4.57,5.27,-11,38.0903,0.0,0.07167235
106,10,19,17.5213,1175.2132,249,125,124,31,30,4.31,4.43,1,45.9879,0.0,0.0711705
107,19,22,17.5192,1175.1916,200,107,93,28,19,5.35,4.89,14,64.7787,0.0,0.06998482
108,5,21,17.4998,1174.9978,284,135,149,33,51,4.35,4.97,-14,14.8029,0.0,0.07312238
109,12,12,17.4841,1174.8405,213,107,106,28,20,4.65,4.82,1,34.6439,0.0,0.07186198
110,5,23,17.4823,1174.8229,285,150,135,32,35,4.55,4.22,15,9.2311,0.0,0.07346253
111,13,19,17.4577,1174.5767,223,115,108,28,21,4.42,4.32,7,51.7474,0.0,0.07076739
112,21,15,17.4537,1174.5366,179,93,86,25,20,5.17,5.06,7,92.6695,0.0,0.0681857
113,18,22,17.4331,1174.3309,207,112,95,28,20,5.09,4.52,17,64.5636,0.0,0.06994414
114,20,23,17.3809,1173.8094,193,104,89,26,17,5.2,4.68,15,64.6012,0.0,0.0699089
115,5,20,17.3258,1173.2584,289,138,151,34,51,4.31,4.87,-13,25.0314,0.0,0.0723681
116,14,13,17.2964,1172.9637,202,102,100,27,18,4.64,4.76,2,48.8978,0.0,0.07084532
117,11,11,17.2899,1172.8987,221,109,112,27,25,4.36,4.67,-3,36.5138,0.0,0.07162174
118,21,21,17.2855,1172.8548,188,95,93,25,19,5.59,5.81,2,64.7963,0.0,0.06983644
119,5,22,17.2534,1172.5345,287,145,142,32,35,4.14,4.18,3,9.3248,0.0,0.0733124
120,19,23,17.1435,1171.4345,199,109,90,28,17,5.19,4.5,19,64.5412,0.0,0.06976301
121,13,13,17.0552,1170.5519,206,101,105,27,19,4.39,4.77,-4,48.6209,0.0,0.07071077
122,21,20,17.0373,1170.3727,186,93,93,25,18,5.17,5.47,0,69.7705,0.0,0.0693665
123,18,23,17.0058,1170.058,205,113,92,28,18,4.91,4.18,21,64.2948,0.0,0.06969177
124,14,19,16.9588,1169.5877,220,119,101,28,20,4.58,4.04,18,51.43,0.0,0.07047295
125,21,22,16.822,1168.2197,192,100,92,26,19,5.56,5.41,8,64.3466,0.0,0.06957265
126,16,14,16.8058,1168.0581,192,108,84,28,19,5.14,4.2,24,89.4852,0.0,0.06797808
127,11,19,16.7594,1167.5943,237,119,118,29,28,4.41,4.54,1,43.2446,0.0,0.07086321
128,8,10,16.7536,1167.5363,256,129,127,29,45,4.16,4.23,2,20.5174,0.0,0.07229195
129,14,8,16.7215,1167.2148,179,85,94,18,26,4.25,4.95,-9,34.3561,0.0,0.0713995
130,10,9,16.6982,1166.9816,224,113,111,26,28,4.52,4.62,2,25.1977,0.0,0.07196202
131,21,23,16.6639,1166.6394,189,101,88,26,17,5.32,4.89,13,64.242,0.0,0.06947964
132,15,14,16.638,1166.3799,196,107,89,28,19,4.86,4.24,18,54.1149,0.0,0.07010155
133,13,8,16.6235,1166.2355,177,84,93,18,29,4.42,5.17,-9,33.8058,0.0,0.07137246
134,17,14,16.5294,1165.2937,188,108,80,27,18,5.14,4.0,28,89.1943,0.0,0.06782219
135,17,19,16.3559,1163.5592,202,113,89,27,17,4.71,3.87,24,59.2717,0.0,0.06959877
136,9,19,16.2893,1162.8932,250,125,125,31,41,4.31,4.46,0,44.306,0.0,0.07050003
137,16,19,16.2875,1162.8747,207,114,93,28,18,4.75,4.04,21,59.2348,0.0,0.06955795
138,11,17,16.2529,1162.5287,236,116,120,29,28,4.46,4.8,-4,37.8115,0.0,0.07088637
139,11,12,16.1949,1161.9487,221,110,111,28,25,4.58,4.83,-1,30.9668,0.0,0.07128121
140,14,16,16.1593,1161.5932,218,110,108,29,21,4.58,4.7,2,49.4285,0.0,0.07009524
141,20,19,16.1098,1161.098,188,104,84,25,16,5.2,4.42,20,58.9111,0.0,0.06946638
142,13,16,16.0025,1160.025,221,110,111,29,22,4.58,4.83,-1,49.0129,0.0,0.0700226
143,6,9,15.8979,1158.9787,271,134,137,31,53,4.32,4.57,-3,18.9513,0.0,0.07185132
144,15,19,15.8763,1158.7634,214,118,96,28,18,4.72,4.0,22,41.6309,0.0,0.07040834
145,11,16,15.8189,1158.1887,232,113,119,29,38,4.52,4.96,-6,37.6703,0.0,0.07062174
146,21,19,15.7847,1157.8468,185,101,84,25,16,5.32,4.67,17,58.7898,0.0,0.06926911
147,13,11,15.7573,1157.5726,206,108,98,26,20,4.5,4.26,10,42.293,0.0,0.07029156
148,11,9,15.666,1156.6595,212,106,106,24,26,4.42,4.61,0,26.1314,0.0,0.07125261
149,11,6,15.6394,1156.3943,185,91,94,18,32,4.79,5.22,-3,42.6459,0.0,0.07019505
150,8,6,15.6268,1156.2682,203,100,103,20,40,4.76,5.15,-3,42.0152,0.0,0.07022686
151,17,13,15.5485,1155.4854,186,102,84,27,17,5.1,4.42,18,64.1544,0.0,0.06878217
152,10,6,15.5389,1155.3892,191,94,97,19,35,4.7,5.11,-3,41.0913,0.0,0.07022969
153,8,13,15.5197,1155.197,246,124,122,31,42,4.59,4.69,2,61.1987,0.0,0.06895029
154,16,13,15.5132,1155.1323,191,103,88,28,18,5.15,4.63,15,64.1344,0.0,0.06876118
155,19,19,15.3833,1153.8328,192,107,85,27,16,5.1,4.25,22,58.5939,0.0,0.06902847
156,14,6,15.3461,1153.4611,170,83,87,16,24,4.61,5.12,-4,56.8181,0.0,0.06911697
157,7,6,15.2651,1152.6508,221,111,110,22,43,4.62,4.78,1,24.273,0.0,0.07111708
158,18,19,15.1866,1151.8657,197,110,87,27,17,4.78,3.95,23,58.2502,0.0,0.06892615
159,14,12,15.1607,1151.6072,202,105,97,27,18,4.77,4.62,8,34.1229,0.0,0.07043051
160,13,6,15.1531,1151.5313,171,82,89,16,27,4.56,5.24,-7,56.7096,0.0,0.06900218
161,20,13,15.1154,1151.1536,180,95,85,25,17,4.52,4.25,10,61.9162,0.0,0.06865022
162,13,12,15.0939,1150.9391,205,106,99,27,19,4.82,4.71,7,34.0276,0.0,0.07039441
163,8,20,15.0933,1150.9329,252,131,121,32,41,4.68,4.48,10,46.7218,0.0,0.06959396
164,15,16,15.027,1150.2701,211,110,101,29,19,4.58,4.39,9,37.2925,0.0,0.07014647
165,18,14,15.012,1150.1197,184,105,79,27,18,5.25,4.16,26,87.9779,0.0,0.0669425
166,7,18,14.9999,1149.9986,258,135,123,31,44,4.5,4.24,12,22.107,0.0,0.07108644
167,6,8,14.8601,1148.6005,251,124,127,28,49,4.59,4.88,-3,9.6557,0.0,0.07178308
168,15,13,14.7194,1147.1944,195,100,95,28,18,4.76,4.75,5,38.5587,0.0,0.06987282
169,13,9,14.6571,1146.5706,191,99,92,23,20,4.5,4.38,7,33.3548,0.0,0.07016148
170,8,16,14.4665,1144.6648,252,127,125,31,45,4.38,4.46,2,36.0778,0.0,0.06986975
171,19,13,14.4386,1144.3859,180,95,85,27,17,4.52,4.25,10,63.8335,0.0,0.06810284
172,18,13,14.2359,1142.3594,184,97,87,27,17,4.22,3.95,10,63.4157,0.0,0.06800145
173,6,11,13.9012,1139.012,270,141,129,33,50,4.41,4.16,12,26.8167,0.0,0.07009717
174,20,16,13.7188,1137.1878,185,96,89,26,19,4.8,4.68,7,51.9961,0.0,0.06839524
175,20,14,13.6194,1136.1944,178,100,78,25,18,5.26,4.33,22,87.0064,0.0,0.06612607
176,9,7,13.4549,1134.5493,206,107,99,28,37,4.28,4.12,8,38.3023,0.0,0.06909201
177,20,12,13.4503,1134.5025,173,98,75,25,17,5.16,4.17,23,49.6478,0.0,0.068374
178,9,5,13.3699,1133.6989,190,94,96,22,37,4.09,4.36,-2,46.4017,0.0,0.06852794
179,12,7,13.2017,1132.0171,181,95,86,25,18,4.32,4.1,9,51.1972,0.0,0.0681197
180,15,8,13.1992,1131.9916,177,89,88,18,20,4.45,4.63,1,27.2649,0.0,0.06962645
181,21,16,13.1295,1131.2946,182,93,89,26,19,4.89,4.94,4,51.7591,0.0,0.06803876
182,15,6,13.0575,1130.5746,160,81,79,16,19,4.76,4.94,2,49.5066,0.0,0.06813534
183,21,14,12.9943,1129.9428,177,97,80,25,18,5.39,4.71,17,86.5973,0.0,0.06575784
184,11,10,12.7463,1127.4631,221,108,113,26,38,4.7,5.14,-5,12.4452,0.0,0.07027506
185,7,5,12.7332,1127.3317,205,104,101,25,40,4.33,4.39,3,33.4043,0.0,0.06894581
186,21,13,12.6992,1126.9917,180,95,85,25,17,4.75,4.47,10,60.5883,0.0,0.06721109
187,7,7,12.6917,1126.9173,227,117,110,27,42,4.68,4.58,7,37.0639,0.0,0.06868905
188,8,11,12.5957,1125.957,241,126,115,30,42,4.67,4.42,11,27.4648,0.0,0.06923352
189,8,7,12.3797,1123.7967,213,111,102,26,39,4.62,4.43,9,62.9863,0.0,0.06685858
190,21,12,12.3594,1123.5938,169,94,75,25,17,5.53,4.69,19,49.1977,0.0,0.06771484
191,16,6,12.3574,1123.5739,155,80,75,17,19,4.71,4.69,5,81.1507,0.0,0.06569972
192,13,10,11.9505,1119.5045,205,107,98,25,22,4.46,4.26,9,14.8863,0.0,0.06961961
193,14,7,11.4604,1114.6041,176,95,81,24,16,4.32,3.86,14,50.6907,0.0,0.06705416
194,12,5,11.4022,1114.0222,179,86,93,21,32,3.74,4.23,-7,58.6793,0.0,0.06651399
195,17,8,11.375,1113.7504,171,91,80,19,19,4.79,4.44,11,43.6177,0.0,0.06744613
196,8,5,11.2252,1112.2516,194,97,97,23,38,4.62,4.85,0,45.2455,0.0,0.06724908
197,13,7,11.1498,1111.4982,178,94,84,24,17,4.27,4.0,10,50.417,0.0,0.06687565
198,19,12,11.0181,1110.1811,176,100,76,27,17,5.0,4.0,24,48.467,0.0,0.06691554
199,19,8,10.948,1109.4803,165,87,78,19,19,4.83,4.59,9,43.787,0.0,0.06716633
200,16,8,10.6787,1106.7869,172,89,83,19,20,4.94,4.88,6,43.3184,0.0,0.06702612
201,18,8,10.6643,1106.643,169,90,79,19,19,4.74,4.39,11,43.3196,0.0,0.06701697
202,21,8,10.4983,1104.983,161,83,78,18,19,4.61,4.59,5,43.7545,0.0,0.06688493
203,20,8,10.3549,1103.5492,161,85,76,18,19,4.72,4.47,9,43.4988,0.0,0.06681069
204,11,5,10.3084,1103.0842,184,89,95,22,34,3.87,4.32,-6,46.4051,0.0,0.0665982
205,10,5,10.2921,1102.9208,189,92,97,22,35,4.0,4.41,-5,42.4371,0.0,0.06683799
206,13,17,10.1214,1101.2139,223,115,108,29,21,5.23,5.14,7,24.0886,0.0,0.06788685
207,11,7,9.9593,1099.5926,190,100,90,26,22,4.55,4.29,10,37.4186,0.0,0.06694452
208,10,17,9.837,1098.37,242,121,121,31,41,5.04,5.26,0,19.89,0.0,0.06797223
209,16,5,9.7615,1097.6151,157,77,80,20,29,4.28,4.71,-3,92.8737,0.0,0.06332478
210,14,10,9.6863,1096.8629,204,108,96,26,22,4.5,4.17,12,23.0416,0.0,0.06767861
211,10,7,9.5278,1095.2782,200,106,94,28,24,4.61,4.27,12,35.362,0.0,0.06680223
212,17,6,9.3619,1093.6191,158,88,70,17,12,4.4,3.68,18,75.9445,0.0,0.06413991
213,20,17,9.1933,1091.9329,190,102,88,26,16,4.86,4.4,14,38.9158,0.0,0.06636741
214,15,12,8.994,1089.94,194,103,91,27,18,4.9,4.55,12,22.3577,0.0,0.06728539
215,15,7,8.6688,1086.6884,170,93,77,24,17,4.89,4.28,16,43.5063,0.0,0.06574755
216,17,12,8.5971,1085.9714,185,105,80,26,17,5.25,4.21,25,36.7598,0.0,0.06612756
217,16,12,8.5056,1085.0559,191,103,88,27,18,4.68,4.19,15,36.7267,0.0,0.06607194
218,14,5,8.3477,1083.4768,170,82,88,20,28,4.1,4.63,-6,56.7492,0.0,0.06471048
219,21,17,8.3393,1083.3933,186,98,88,26,18,5.16,4.89,10,38.6408,0.0,0.06584652
220,13,5,8.2801,1082.8011,173,83,90,20,31,3.77,4.29,-7,56.6469,0.0,0.06467435
221,15,10,8.1915,1081.9153,199,106,93,26,22,4.61,4.23,13,22.3849,0.0,0.06677791
222,18,6,8.1765,1081.7649,157,86,71,17,12,4.53,3.94,15,74.9125,0.0,0.06345783
223,9,17,8.1608,1081.6081,243,125,118,31,42,4.81,4.72,7,19.1528,0.0,0.06696226
224,15,5,8.0194,1080.1941,163,78,85,19,29,4.33,5.0,-7,50.7793,0.0,0.06487985
225,16,16,8.003,1080.0296,204,108,96,29,21,4.91,4.57,12,38.2147,0.0,0.06566137
226,19,6,7.9647,1079.6471,156,86,70,19,12,4.53,3.89,16,75.2595,0.0,0.06330248
227,14,9,7.8701,1078.7014,193,104,89,24,19,4.95,4.45,15,21.6773,0.0,0.06661995
228,17,5,7.8437,1078.437,157,80,77,20,28,4.21,4.28,3,89.7663,0.0,0.06231191
229,20,6,7.6156,1076.1556,156,85,71,18,12,4.47,3.94,14,75.3904,0.0,0.06307417
230,20,5,7.5133,1075.1334,156,77,79,20,28,4.28,4.65,-2,90.345,0.0,0.06206722
231,17,10,7.4988,1074.9881,190,105,85,26,21,4.77,4.05,20,35.9183,0.0,0.06548837
232,16,10,7.4697,1074.6973,194,104,90,26,22,4.73,4.29,14,35.9085,0.0,0.06547065
233,19,5,7.4118,1074.1176,155,77,78,21,28,4.28,4.59,-1,90.1695,0.0,0.06201426
234,21,6,7.395,1073.9496,153,83,70,18,12,4.37,3.89,13,75.2188,0.0,0.06294596
235,18,5,7.2417,1072.4166,157,78,79,20,28,4.33,4.65,-1,89.2227,0.0,0.06196673
236,17,16,7.1951,1071.9508,199,109,90,28,20,4.95,4.29,19,36.3718,0.0,0.06526835
237,18,12,7.098,1070.9798,181,103,78,26,17,5.15,4.11,25,36.1278,0.0,0.06522253
238,6,6,6.9709,1069.709,229,122,107,25,44,4.69,4.28,15,8.2195,0.0,0.06690139
239,19,10,6.6529,1066.5291,182,102,80,26,19,5.67,4.71,22,35.8164,0.0,0.06496165
240,15,17,6.5002,1065.0025,208,116,92,29,18,5.04,4.18,24,21.6719,0.0,0.0657569
241,18,10,6.475,1064.7499,186,103,83,26,20,4.9,4.15,20,35.4602,0.0,0.06487197
242,14,11,5.7672,1057.6722,197,110,87,27,19,5.24,4.35,23,22.1711,0.0,0.06526344
243,20,10,5.7223,1057.2233,177,99,78,25,18,5.5,4.59,21,35.8762,0.0,0.06437137
244,14,17,5.6045,1056.045,212,118,94,29,20,5.36,4.48,24,21.4209,0.0,0.06520817
245,15,9,5.5073,1055.0726,189,103,86,24,19,5.15,4.53,17,20.3125,0.0,0.06521674
246,6,20,5.4749,1054.749,263,144,119,41,46,5.14,4.41,25,8.6458,0.0,0.06593165
247,6,5,5.4436,1054.4365,215,117,98,28,28,5.09,4.45,19,7.9573,0.0,0.06595535
248,17,9,5.3784,1053.7836,182,103,79,24,18,5.42,4.39,24,33.343,0.0,0.06431424
249,16,9,5.3436,1053.4356,184,102,82,24,19,5.67,4.82,20,33.332,0.0,0.064293
250,6,10,5.2613,1052.6129,268,145,123,32,38,4.68,4.1,22,6.0834,0.0,0.06595852
251,21,10,4.9279,1049.2788,171,95,76,25,18,5.59,4.75,19,35.6292,0.0,0.06388623
252,19,9,4.7123,1047.1227,174,99,75,24,17,6.19,5.0,24,33.3065,0.0,0.06389673
253,18,9,4.5325,1045.3252,180,101,79,24,18,5.32,4.39,22,32.9624,0.0,0.06380513
254,19,14,4.3692,1043.6916,171,104,67,27,18,5.78,3.94,37,58.8588,0.0,0.06207003
255,20,9,3.9863,1039.8627,170,96,74,23,17,6.0,4.93,22,33.5031,0.0,0.06342677
256,15,11,3.9776,1039.7763,192,108,84,27,19,4.91,4.0,24,20.7616,0.0,0.06422437
257,20,18,3.9639,1039.6385,181,103,78,25,16,5.15,4.11,25,34.7365,0.0,0.06333491
258,17,11,3.7641,1037.6409,183,105,78,26,19,4.77,3.71,27,33.8878,0.0,0.06326249
259,17,17,3.7221,1037.2208,196,115,81,28,17,5.0,3.68,34,33.1679,0.0,0.06328139
260,16,11,3.5804,1035.8036,187,106,81,27,19,5.05,4.05,25,33.6573,0.0,0.06316122
261,16,17,3.4567,1034.5673,200,116,84,29,18,5.04,3.82,32,32.9171,0.0,0.06312996
262,21,18,3.2795,1032.7952,178,99,79,25,18,5.5,4.65,20,34.5783,0.0,0.06291357
263,13,18,2.8296,1028.2961,212,118,94,28,21,5.36,4.48,24,20.6484,0.0,0.06350795
264,21,9,2.3881,1023.8806,166,93,73,23,17,5.81,4.87,20,32.2392,0.0,0.06249915
