rank,floor_pct,factor_caida,factor_subida,portfolio_final,pnl_pct,btc_acumulado,btc_value,btc_ratio,bear_score,usdt_final,min_usdt,sobrevivio,total_compras,total_ventas,precio_prom_final
229,15,0.5,2.0,269.09,-73.091,0.01695979,269.09,1.0,0.004564,0.0,0.0,False,42,2,59236.79
230,25,0.5,1.0,269.01,-73.099,0.01695432,269.01,1.0,0.004561,0.0,0.0,False,38,2,59488.5
231,20,0.5,1.5,268.82,-73.118,0.01694257,268.82,1.0,0.004554,0.0,0.0,False,42,2,59404.18
232,15,0.5,2.5,268.35,-73.165,0.01691326,268.35,1.0,0.004539,0.0,0.0,False,42,2,59335.22
233,20,0.5,2.0,267.87,-73.213,0.01688302,267.87,1.0,0.004523,0.0,0.0,False,42,2,59529.7
234,25,0.5,1.5,267.9,-73.21,0.01688468,267.9,1.0,0.004523,0.0,0.0,False,38,2,59637.5
235,15,0.5,3.0,267.78,-73.222,0.01687719,267.78,1.0,0.004519,0.0,0.0,False,42,2,59410.85
236,20,0.5,2.5,267.11,-73.289,0.01683479,267.11,1.0,0.004497,0.0,0.0,False,42,2,59629.86
237,25,0.5,2.0,266.92,-73.308,0.01682296,266.92,1.0,0.00449,0.0,0.0,False,38,2,59765.46
238,20,0.5,3.0,266.52,-73.348,0.01679738,266.52,1.0,0.004477,0.0,0.0,False,42,2,59706.83
239,25,0.5,2.5,266.13,-73.387,0.01677293,266.13,1.0,0.004464,0.0,0.0,False,38,2,59867.59
240,25,0.5,3.0,265.51,-73.449,0.01673411,265.51,1.0,0.004443,0.0,0.0,False,38,2,59946.09
